idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
38,21,Basico,34.36,170,115,5,3.4,credito,smart_tv
40,37,Standard,51.38,95,50,2,2.2,boleto,computer
34,36,Standard,24.50,146,37,0,3.4,boleto,smart_tv
29,57,Premium,39.14,24,144,4,4.1,boleto,smart_tv
55,41,Standard,22.03,96,84,3,2,debito,mobile
57,19,Standard,33.17,52,37,3,1.9,debito,mobile
27,5,Premium,34.63,16,146,5,4.5,debito,smart_tv
20,44,Premium,25.14,89,147,2,1.7,boleto,mobile
19,54,Basico,34.52,89,164,4,2.3,boleto,mobile
53,14,Standard,24.88,148,73,0,2,boleto,smart_tv
27,48,Standard,45.78,62,76,3,3.1,credito,mobile
52,7,Standard,29.67,102,58,1,2.3,boleto,computer
61,9,Premium,42.53,51,98,0,4.8,credito,computer
44,46,Premium,55.69,178,149,5,4.2,debito,computer
39,49,Standard,25.40,192,159,1,2.5,boleto,computer
25,47,Standard,53.12,81,31,4,2.7,credito,computer
68,7,Basico,44.15,40,56,0,4.7,boleto,smart_tv
24,30,Standard,53.45,111,119,4,1.8,debito,mobile
51,31,Basico,55.98,191,89,0,3.1,boleto,smart_tv
66,23,Standard,54.67,51,53,2,2.6,debito,mobile
52,52,Standard,22.56,89,126,3,2.6,debito,mobile
28,12,Basico,39.03,140,145,5,4.8,credito,smart_tv
23,44,Basico,46.79,92,13,4,2.2,credito,mobile
56,8,Basico,28.24,188,47,0,4.3,debito,mobile
68,51,Basico,25.60,154,107,3,1.7,boleto,computer
54,20,Standard,59.09,85,116,2,4.8,debito,smart_tv
22,57,Standard,24.69,90,160,0,1.8,debito,computer
50,37,Standard,39.27,173,20,5,1.2,boleto,mobile
42,32,Standard,39.01,195,53,3,2.4,boleto,mobile
66,19,Basico,32.20,18,177,0,1.4,debito,mobile
60,40,Standard,21.14,48,13,3,1.8,debito,smart_tv
70,11,Premium,57.86,73,112,5,4.8,boleto,mobile
51,56,Standard,59.60,178,32,3,3,debito,mobile
47,31,Standard,42.40,163,141,1,2.1,debito,computer
68,48,Premium,47.18,5,142,5,1.3,credito,mobile
39,46,Premium,22.74,176,15,0,3.9,boleto,smart_tv
63,19,Standard,46.68,8,28,1,2.1,boleto,mobile
43,35,Premium,56.63,33,104,3,3,debito,mobile
52,60,Premium,53.20,96,128,3,3.4,debito,mobile
20,8,Standard,24.66,81,99,2,1,credito,smart_tv
18,29,Basico,31.98,42,165,1,4.4,boleto,smart_tv
27,48,Basico,55.24,89,172,5,3.9,debito,mobile
47,10,Premium,21.07,49,122,4,1.2,credito,mobile
25,16,Basico,21.66,125,168,4,1.6,boleto,mobile
66,5,Basico,51.34,169,14,4,1.9,credito,computer
71,41,Standard,34.38,151,99,5,3.3,credito,smart_tv
72,47,Basico,40.79,195,150,2,1.4,credito,computer
35,20,Basico,40.57,118,156,2,2.9,credito,smart_tv
66,18,Basico,36.93,10,37,2,2.1,boleto,mobile
32,27,Standard,27.86,135,55,5,2.5,credito,computer
33,30,Basico,55.20,3,88,3,1.4,boleto,computer
19,53,Basico,36.89,43,42,4,4,boleto,computer
38,52,Standard,53.71,86,179,0,4.9,debito,smart_tv
64,5,Premium,58.17,168,136,2,4.4,credito,smart_tv
51,38,Basico,47.74,172,153,5,3.5,credito,smart_tv
29,49,Basico,52.80,44,174,2,2.5,credito,smart_tv
27,59,Standard,38.00,177,90,4,4.1,debito,computer
75,34,Basico,41.64,194,139,4,3.7,credito,mobile
38,15,Standard,40.06,58,179,3,3,debito,smart_tv
50,42,Standard,46.35,142,51,4,4.3,credito,mobile
57,36,Standard,34.84,64,51,1,2.7,credito,computer
72,21,Standard,49.20,196,142,1,2.4,credito,computer
54,59,Standard,56.85,65,71,1,3,debito,computer
47,58,Premium,37.41,195,16,0,2.9,credito,smart_tv
54,48,Premium,40.27,83,152,0,2.1,credito,smart_tv
18,15,Standard,22.66,129,81,0,1.7,debito,computer
50,18,Premium,41.16,59,140,5,4.4,debito,computer
71,28,Premium,54.16,195,144,2,4.2,debito,smart_tv
35,2,Standard,27.97,26,67,2,4.6,boleto,computer
70,14,Basico,30.35,151,115,1,2.4,boleto,computer
33,49,Basico,27.20,115,66,0,4.2,boleto,mobile
18,13,Standard,57.01,119,80,2,3.9,debito,mobile
26,15,Premium,53.15,71,146,0,1,credito,smart_tv
72,28,Premium,35.19,123,66,5,3.6,debito,mobile
69,15,Premium,58.09,53,87,0,3.6,credito,smart_tv
61,26,Basico,37.81,195,53,3,2.1,debito,mobile
40,42,Standard,57.48,1,94,0,4,boleto,smart_tv
74,31,Premium,33.03,150,160,3,4.5,debito,smart_tv
29,11,Basico,28.12,27,139,4,3.6,debito,mobile
53,4,Premium,52.74,128,37,4,1.2,debito,computer
20,31,Basico,26.78,168,41,2,2.3,boleto,smart_tv
53,37,Basico,55.08,187,121,3,1.7,debito,mobile
69,36,Premium,25.73,150,152,0,4.4,credito,smart_tv
68,31,Basico,32.88,123,46,2,1.9,credito,mobile
18,57,Basico,26.46,113,165,4,4.8,debito,smart_tv
69,6,Standard,39.72,159,163,0,4.5,debito,computer
24,38,Premium,36.34,42,48,1,3.4,boleto,computer
53,51,Basico,47.92,23,46,0,1.2,boleto,mobile
36,39,Premium,55.30,59,149,4,4.2,boleto,mobile
61,48,Premium,34.84,66,70,2,4,debito,computer
50,25,Standard,24.53,94,29,4,3.6,debito,smart_tv
57,24,Basico,33.86,143,69,2,1,boleto,mobile
24,43,Standard,41.08,80,86,1,2.3,boleto,mobile
52,54,Premium,58.37,42,164,5,2.2,boleto,computer
54,47,Basico,44.43,65,50,1,4.9,credito,smart_tv
51,3,Basico,44.27,72,155,2,2.2,credito,smart_tv
22,44,Standard,48.54,153,25,3,3.9,debito,computer
67,11,Standard,44.76,20,135,3,3.8,credito,computer
44,8,Standard,22.25,130,71,0,2.8,debito,computer
68,32,Premium,32.33,114,175,2,3.4,boleto,computer
65,43,Premium,31.48,100,112,4,3.4,boleto,mobile
67,57,Premium,47.24,104,39,3,4.4,boleto,mobile
64,30,Basico,52.13,189,177,4,3.4,credito,smart_tv
31,24,Basico,58.06,73,61,5,3,credito,computer
24,9,Standard,38.06,80,154,1,1.9,boleto,smart_tv
18,15,Premium,53.96,148,94,0,1,boleto,smart_tv
50,32,Basico,48.94,117,146,5,4.1,boleto,mobile
29,46,Standard,57.08,155,21,5,1.7,credito,computer
50,44,Basico,31.42,82,156,4,2.7,debito,smart_tv
51,19,Premium,25.13,31,123,2,2,boleto,computer
30,24,Standard,32.15,71,23,5,2.6,boleto,computer
72,10,Basico,52.29,149,72,2,2.1,debito,computer
33,9,Standard,23.30,149,56,5,3.8,boleto,smart_tv
64,24,Premium,43.23,29,165,1,4.2,debito,smart_tv
63,55,Basico,43.66,6,67,0,2.2,boleto,computer
55,46,Basico,35.77,27,155,4,3,debito,computer
19,23,Premium,54.84,106,138,3,3.1,boleto,computer
23,41,Basico,48.85,33,116,5,3,credito,computer
46,17,Premium,56.94,46,73,4,4.5,credito,smart_tv
56,33,Standard,50.18,97,123,4,2.6,credito,computer
21,6,Premium,22.21,50,137,3,1.2,boleto,smart_tv
75,10,Standard,32.23,87,29,1,1.2,credito,smart_tv
30,4,Basico,41.69,9,12,0,2.2,credito,computer
42,56,Basico,49.34,25,153,3,1.8,credito,smart_tv
30,21,Premium,49.21,93,146,1,3.5,credito,smart_tv
57,55,Basico,32.96,0,41,5,3.3,debito,smart_tv
44,23,Premium,29.59,160,60,1,2.7,boleto,mobile
59,50,Premium,29.30,122,134,1,2.8,boleto,smart_tv
57,38,Standard,21.71,167,41,2,1.6,credito,computer
72,53,Premium,34.03,1,130,4,1.8,debito,mobile
40,14,Premium,45.30,50,69,4,1.2,credito,computer
70,48,Basico,34.09,96,110,5,3.2,credito,computer
55,2,Basico,53.08,131,164,4,2.7,debito,mobile
50,3,Standard,54.64,147,20,0,1.9,boleto,smart_tv
53,2,Premium,59.38,157,74,0,2.2,credito,mobile
75,27,Standard,28.23,163,171,1,1.4,credito,computer
52,35,Basico,46.43,9,109,5,3.7,credito,smart_tv
47,48,Standard,44.72,43,57,0,3.6,credito,mobile
29,38,Premium,26.02,11,17,0,2.4,boleto,smart_tv
38,45,Standard,50.94,52,175,5,4,debito,mobile
49,31,Premium,40.91,52,122,4,2.8,credito,smart_tv
29,21,Basico,49.99,53,172,4,4,debito,computer
53,30,Standard,49.48,71,135,3,3.8,debito,smart_tv
60,5,Standard,38.77,195,160,3,1.1,debito,smart_tv
24,8,Basico,58.02,67,23,0,1.7,credito,mobile
58,26,Standard,50.33,165,118,5,4.3,debito,mobile
37,56,Standard,28.94,1,67,3,2.1,credito,computer
68,17,Premium,23.62,116,178,2,4.4,credito,computer
46,2,Basico,40.37,65,79,2,3.4,credito,smart_tv
28,18,Premium,31.45,92,15,5,1,debito,mobile
30,6,Standard,23.04,85,129,0,4.2,boleto,mobile
54,13,Basico,25.40,169,107,1,3.3,debito,mobile
51,31,Premium,46.32,47,55,5,4.9,credito,smart_tv
23,34,Standard,50.21,184,37,1,3,boleto,smart_tv
26,52,Standard,27.91,6,79,0,4.1,boleto,smart_tv
44,16,Premium,27.71,46,44,2,4.7,debito,mobile
36,40,Standard,37.06,152,166,4,4.7,boleto,mobile
20,59,Basico,25.78,184,62,0,3.2,debito,computer
56,35,Basico,22.88,49,137,0,3.7,boleto,mobile
32,20,Premium,30.17,5,124,2,3.6,debito,computer
60,54,Premium,49.66,113,10,1,4.1,debito,computer
67,6,Standard,26.48,191,21,3,1,boleto,computer
60,56,Standard,21.06,64,132,2,3.1,debito,smart_tv
19,26,Basico,54.00,29,70,2,3.1,credito,mobile
32,9,Standard,49.69,176,169,5,4.1,debito,mobile
53,28,Basico,45.29,73,88,3,3.1,credito,smart_tv
32,6,Basico,50.72,47,88,1,1.4,debito,smart_tv
34,19,Basico,31.66,112,15,0,3,boleto,computer
55,56,Basico,29.98,131,39,5,4.1,debito,smart_tv
33,59,Standard,46.20,29,150,4,2.9,debito,computer
25,27,Standard,58.06,191,27,0,3.4,boleto,mobile
63,56,Premium,20.42,160,126,3,3.2,credito,computer
20,59,Premium,38.67,170,138,1,1.7,credito,computer
48,11,Premium,40.00,136,128,5,1.2,credito,computer
25,8,Standard,51.38,198,78,3,2.2,boleto,computer
38,1,Basico,36.33,77,97,2,3.1,boleto,computer
74,20,Standard,23.57,97,172,1,2.3,debito,mobile
49,41,Premium,46.53,139,99,4,2.5,boleto,computer
37,18,Basico,55.80,121,133,3,4.5,credito,smart_tv
37,44,Premium,57.11,75,65,5,2.7,boleto,smart_tv
34,30,Basico,28.00,68,100,5,1.3,boleto,smart_tv
20,43,Premium,39.27,55,148,3,2.3,boleto,mobile
31,11,Standard,24.97,84,45,4,3.2,debito,computer
62,25,Basico,54.56,19,78,3,2.4,credito,mobile
69,17,Basico,46.51,107,26,2,2.6,boleto,smart_tv
48,7,Basico,24.55,24,16,3,2.9,debito,mobile
57,9,Premium,39.24,123,64,3,4.9,credito,smart_tv
40,14,Basico,43.12,71,54,0,4.3,boleto,smart_tv
62,15,Standard,55.36,76,173,4,4.8,credito,computer
23,8,Basico,46.02,192,108,0,5,credito,mobile
19,56,Standard,28.13,188,150,4,2.2,boleto,computer
46,14,Premium,33.12,91,160,3,2.4,credito,computer
27,49,Standard,26.90,159,133,4,3.4,boleto,computer
29,13,Premium,26.30,99,81,2,3.8,debito,computer
46,23,Premium,40.00,149,41,4,2.1,credito,mobile
19,37,Basico,35.31,146,53,5,1.7,boleto,mobile
20,51,Premium,52.67,49,42,4,2.8,debito,computer
46,29,Premium,51.84,42,140,5,3.8,credito,mobile
59,38,Premium,27.38,183,80,0,4.6,debito,mobile
71,6,Premium,57.01,90,16,1,3.5,boleto,mobile
32,53,Premium,47.01,138,54,1,2.1,debito,computer
73,54,Basico,43.70,126,158,5,5,boleto,mobile
28,42,Basico,29.03,140,85,5,4.8,boleto,mobile
28,56,Standard,41.51,161,18,1,5,boleto,mobile
53,3,Premium,40.81,83,121,2,2.4,boleto,smart_tv
26,4,Basico,33.36,38,32,3,2.2,debito,smart_tv
34,3,Standard,38.30,170,103,2,3.6,debito,mobile
28,31,Premium,24.83,85,31,1,5,boleto,smart_tv
51,27,Basico,38.30,180,49,4,3.5,boleto,computer
27,37,Basico,45.59,156,52,5,3.8,credito,smart_tv
30,48,Basico,40.87,191,77,3,3,debito,computer
38,19,Basico,22.31,125,29,0,2.7,boleto,computer
68,22,Premium,41.42,120,174,5,3.6,debito,mobile
28,26,Basico,42.83,82,72,2,4.7,debito,mobile
75,54,Standard,25.99,187,87,4,4.3,credito,mobile
69,13,Standard,23.79,194,116,3,1,credito,mobile
53,16,Standard,23.64,160,32,4,3.5,debito,computer
74,35,Standard,57.17,124,55,4,1.3,credito,mobile
29,5,Premium,25.91,83,131,0,1.1,debito,smart_tv
54,20,Basico,53.11,188,171,1,2,credito,computer
57,59,Premium,40.97,121,152,2,2.3,boleto,computer
27,20,Standard,46.62,36,151,0,3.7,debito,smart_tv
39,50,Standard,43.08,152,60,2,2.3,boleto,mobile
40,49,Standard,31.05,44,65,1,2,boleto,mobile
38,19,Standard,44.47,64,59,1,3.2,boleto,computer
48,25,Basico,52.93,92,65,0,1,credito,computer
63,45,Basico,53.44,70,41,0,4.3,boleto,computer
54,43,Premium,41.84,58,125,0,2.7,debito,mobile
63,55,Standard,27.91,125,135,4,4.4,credito,mobile
42,24,Standard,58.15,61,13,0,2,credito,computer
62,10,Premium,45.87,46,180,0,3.5,debito,mobile
40,14,Basico,55.47,110,105,5,3.8,debito,computer
43,28,Premium,41.90,112,92,2,3.7,debito,smart_tv
58,16,Standard,46.42,69,160,3,2,debito,computer
35,55,Premium,49.78,87,52,3,3.6,boleto,mobile
69,14,Basico,25.22,137,130,0,3.3,debito,smart_tv
29,42,Basico,57.92,50,67,1,3.9,debito,computer
31,50,Premium,27.18,79,35,3,2,credito,smart_tv
66,2,Basico,26.10,156,152,0,3.3,boleto,mobile
38,8,Basico,57.86,162,20,4,4.5,debito,mobile
34,31,Standard,43.39,22,111,3,4,boleto,smart_tv
37,52,Basico,28.42,112,132,4,2.3,credito,computer
56,9,Basico,25.10,165,69,5,4.2,boleto,computer
66,2,Basico,47.49,53,117,3,2.2,boleto,mobile
74,15,Basico,59.88,144,116,5,5,boleto,mobile
43,29,Standard,43.60,106,92,3,1.6,credito,computer
20,3,Premium,25.53,186,99,4,4.9,boleto,smart_tv
32,12,Basico,28.08,170,51,5,3.5,boleto,computer
70,50,Premium,56.58,103,156,5,1,boleto,computer
75,39,Premium,47.42,153,93,2,4,debito,computer
74,32,Premium,29.92,133,70,4,4.4,boleto,smart_tv
67,5,Standard,30.92,159,12,4,1.6,boleto,smart_tv
57,36,Premium,28.82,161,41,5,3.5,credito,mobile
50,21,Standard,50.73,47,152,3,3.4,boleto,computer
21,12,Basico,32.73,47,157,3,4.7,debito,smart_tv
61,46,Premium,59.72,73,170,4,4,credito,smart_tv
46,24,Premium,51.73,79,154,2,3.6,debito,smart_tv
71,21,Basico,54.96,147,176,5,2.1,boleto,computer
23,22,Premium,32.33,33,44,3,1,credito,smart_tv
21,3,Standard,59.26,141,150,0,1.1,credito,computer
70,14,Basico,56.56,89,153,3,3.1,debito,mobile
35,51,Standard,39.01,58,103,2,4.4,debito,smart_tv
21,32,Standard,28.25,27,100,5,4.3,boleto,computer
68,24,Premium,25.94,10,31,5,1.6,credito,mobile
29,5,Basico,43.71,142,61,4,5,credito,computer
57,53,Premium,25.95,147,31,5,3.9,credito,computer
68,32,Basico,56.12,183,82,4,4.5,credito,computer
55,43,Basico,20.13,100,19,1,1.4,credito,computer
26,16,Premium,52.00,66,96,3,4.1,boleto,mobile
71,26,Basico,42.41,35,12,4,2.9,debito,mobile
73,54,Standard,31.47,7,155,2,3.7,debito,computer
71,54,Basico,46.80,164,89,0,3.6,credito,computer
53,9,Standard,30.16,198,69,5,1,debito,computer
31,42,Standard,54.60,75,65,5,1.8,debito,computer
27,58,Standard,36.17,2,40,0,4.8,boleto,smart_tv
70,59,Premium,38.36,18,129,0,3.1,debito,mobile
69,15,Standard,39.12,170,62,4,3.2,debito,smart_tv
39,36,Premium,31.55,96,107,1,1,credito,computer
31,59,Basico,44.11,149,144,3,4.1,credito,computer
63,16,Basico,35.74,87,14,0,4.3,boleto,smart_tv
18,28,Standard,30.99,42,172,3,5,credito,smart_tv
40,49,Basico,29.66,72,118,1,3.9,debito,computer
56,5,Standard,22.30,124,108,1,3.4,boleto,mobile
43,37,Standard,43.60,30,120,0,2,debito,mobile
42,39,Standard,39.07,59,87,1,2.2,credito,mobile
65,45,Premium,52.92,93,17,3,2.1,debito,mobile
43,60,Standard,36.19,131,72,3,1,debito,smart_tv
58,58,Basico,35.03,61,36,0,1.6,boleto,mobile
20,54,Standard,41.51,183,31,5,1,credito,computer
28,11,Standard,25.14,88,80,3,1.7,boleto,computer
38,41,Basico,34.41,87,146,5,1.4,boleto,computer
64,60,Standard,37.60,113,82,3,3.5,debito,mobile
54,49,Premium,39.72,91,163,3,1.2,credito,mobile
69,55,Basico,27.43,132,98,5,1.9,boleto,mobile
72,2,Premium,26.92,17,108,1,3.5,credito,mobile
70,3,Standard,41.87,106,19,0,1.1,boleto,mobile
60,31,Premium,44.99,192,96,1,1.3,debito,mobile
55,18,Standard,47.29,143,86,3,3.1,boleto,smart_tv
73,18,Standard,53.03,53,161,2,3.8,boleto,smart_tv
59,4,Basico,42.92,39,71,3,2.8,boleto,computer
36,47,Premium,25.72,11,157,4,4.9,boleto,smart_tv
56,56,Basico,58.53,100,12,0,3.5,boleto,smart_tv
44,34,Premium,28.21,139,10,4,4.6,credito,smart_tv
22,59,Basico,30.42,19,131,4,4.4,debito,smart_tv
54,41,Standard,33.88,150,33,5,3.5,debito,computer
50,29,Standard,45.09,35,106,4,3.5,credito,computer
51,1,Standard,58.12,159,45,0,2.6,boleto,computer
51,26,Basico,41.84,60,56,1,4.1,boleto,mobile
72,1,Basico,47.20,65,92,4,4.5,debito,computer
66,30,Premium,20.04,27,13,0,5,credito,mobile
73,26,Basico,28.88,195,94,4,2.9,debito,computer
22,13,Standard,51.54,19,145,1,2.2,credito,computer
59,40,Standard,33.13,182,68,4,3.7,debito,smart_tv
55,35,Premium,40.72,39,161,4,1.9,boleto,mobile
48,16,Premium,31.12,105,68,1,1.2,debito,computer
57,16,Basico,31.34,107,31,2,3.3,credito,smart_tv
18,53,Standard,32.88,27,57,2,3.5,credito,computer
55,6,Basico,37.20,20,53,5,4.6,boleto,mobile
55,49,Basico,48.11,29,29,2,2.6,credito,mobile
18,27,Basico,23.49,44,156,1,1.5,boleto,computer
57,3,Premium,43.07,53,180,0,4.8,debito,mobile
71,43,Premium,57.36,31,97,1,3.5,credito,mobile
42,26,Basico,42.21,59,135,2,1.5,boleto,smart_tv
75,48,Standard,44.65,16,85,4,3.2,credito,smart_tv
36,39,Basico,50.88,45,129,4,2.5,debito,smart_tv
48,46,Standard,24.74,78,37,2,2.9,credito,smart_tv
59,2,Basico,33.06,186,81,2,3.2,boleto,computer
63,46,Premium,51.90,15,171,5,4,debito,mobile
63,60,Premium,48.85,126,81,4,4.1,debito,smart_tv
29,34,Basico,59.20,161,55,3,3,credito,mobile
57,53,Standard,53.95,47,43,0,2,debito,mobile
45,13,Basico,36.17,20,59,0,1.4,debito,smart_tv
45,39,Standard,40.22,176,27,1,4.6,debito,smart_tv
68,56,Standard,20.85,28,75,0,5,credito,computer
75,3,Premium,32.77,31,62,0,4.2,boleto,mobile
18,16,Standard,35.04,192,177,3,2.8,debito,smart_tv
72,12,Basico,44.26,9,130,1,4,boleto,smart_tv
34,52,Basico,53.31,195,86,0,3.1,debito,mobile
72,32,Standard,22.75,162,95,5,5,credito,smart_tv
59,45,Premium,21.12,121,111,4,1.8,credito,mobile
27,55,Standard,43.74,77,21,1,2.3,credito,computer
61,56,Basico,34.57,135,153,3,2.8,boleto,smart_tv
29,39,Standard,53.57,24,62,1,4.5,boleto,computer
27,34,Premium,46.89,34,124,4,2.8,credito,mobile
38,16,Premium,49.75,200,165,3,1.2,boleto,smart_tv
19,51,Standard,56.38,153,98,0,1.8,debito,computer
24,60,Standard,58.78,80,62,3,4.4,credito,computer
69,52,Basico,22.06,127,89,3,4.7,credito,computer
48,15,Premium,48.99,27,127,2,1.3,boleto,smart_tv
48,35,Premium,29.96,68,69,2,2.7,credito,mobile
18,15,Premium,39.76,176,86,3,2.6,credito,smart_tv
41,5,Standard,31.39,86,146,1,2.3,boleto,smart_tv
20,4,Basico,51.15,28,15,0,1.2,credito,smart_tv
72,48,Basico,53.52,144,86,1,3.3,credito,smart_tv
33,21,Standard,20.20,0,39,2,1,boleto,computer
63,49,Standard,28.23,146,166,1,3.8,credito,computer
35,19,Basico,25.76,196,148,0,1.7,credito,smart_tv
61,14,Standard,55.27,181,128,4,2.5,boleto,computer
24,11,Premium,31.21,91,145,0,2.1,boleto,mobile
65,28,Standard,37.36,46,111,3,4.2,debito,smart_tv
70,32,Premium,51.29,131,176,2,2,debito,computer
36,46,Standard,46.12,63,103,5,2.6,debito,mobile
45,24,Basico,20.31,175,116,1,2.7,boleto,mobile
43,43,Premium,41.16,197,58,1,1.2,debito,smart_tv
43,11,Premium,49.28,109,144,1,3.3,boleto,mobile
23,19,Standard,40.61,172,170,0,2.4,boleto,smart_tv
44,3,Standard,31.80,110,99,2,2.8,debito,mobile
73,32,Standard,37.93,30,62,0,3.6,boleto,smart_tv
42,6,Basico,40.91,11,133,4,3.2,boleto,mobile
72,15,Basico,30.73,53,142,2,4.4,credito,mobile
62,43,Premium,20.12,71,79,1,1.9,boleto,computer
24,26,Premium,44.95,51,76,1,3.6,debito,mobile
51,55,Basico,29.96,75,68,2,3,credito,mobile
53,32,Standard,35.90,38,37,4,3.9,credito,computer
64,38,Premium,57.78,109,97,5,2.5,credito,mobile
29,35,Standard,57.12,54,120,2,3.1,boleto,computer
39,15,Basico,47.50,0,160,2,4.5,boleto,smart_tv
30,32,Premium,49.13,160,173,4,3.1,boleto,computer
19,28,Premium,54.52,185,25,2,1.3,debito,mobile
30,7,Standard,54.52,176,36,1,2,debito,mobile
69,3,Premium,33.69,101,92,2,5,boleto,smart_tv
56,49,Basico,52.32,126,90,4,2.4,boleto,computer
36,55,Premium,23.15,52,124,5,3.6,debito,computer
46,42,Standard,29.31,128,15,2,3.4,credito,mobile
58,34,Standard,39.60,35,163,3,4.4,boleto,computer
72,16,Basico,36.90,65,112,0,2,boleto,mobile
60,50,Standard,34.17,59,152,1,1.5,credito,mobile
22,38,Premium,35.49,156,75,1,2.6,debito,smart_tv
61,41,Basico,33.00,34,36,1,2.5,boleto,computer
56,21,Standard,23.00,171,65,0,2.3,debito,smart_tv
25,58,Standard,55.11,90,98,1,1,boleto,computer
63,3,Basico,29.29,44,51,1,4.8,credito,mobile
46,3,Premium,40.15,165,166,1,2,credito,mobile
28,44,Basico,30.40,183,62,0,4.3,credito,computer
32,2,Standard,49.92,193,121,1,1.7,credito,computer
19,19,Premium,50.12,127,44,0,3.9,credito,computer
49,26,Standard,21.59,40,80,3,3,credito,smart_tv
54,13,Basico,44.80,77,59,2,4.1,debito,mobile
59,41,Premium,44.83,7,44,5,3.5,debito,mobile
55,27,Basico,20.80,61,129,2,3.6,debito,computer
65,8,Standard,28.28,24,134,5,2.2,debito,mobile
53,4,Premium,37.72,113,153,1,1.2,boleto,mobile
71,27,Basico,32.35,159,51,4,4.1,debito,smart_tv
69,42,Basico,44.75,32,130,1,1.1,boleto,smart_tv
62,33,Standard,32.88,195,46,5,1.9,boleto,smart_tv
43,28,Basico,40.02,147,12,1,3.3,credito,smart_tv
39,18,Standard,23.03,26,37,0,4.7,credito,mobile
50,45,Standard,32.77,5,54,2,3.7,boleto,mobile
59,45,Standard,50.69,190,158,2,2,credito,computer
43,59,Premium,43.19,34,25,1,4.1,credito,mobile
27,4,Standard,59.45,45,18,3,3.6,credito,computer
31,13,Basico,53.70,103,39,0,4.3,debito,smart_tv
67,48,Basico,23.01,157,68,4,4.9,boleto,computer
22,2,Basico,31.22,155,51,4,3.2,boleto,computer
73,3,Standard,38.15,62,158,3,1.3,credito,smart_tv
35,22,Standard,32.38,85,41,3,4.5,debito,smart_tv
69,39,Basico,46.94,165,73,2,4.4,boleto,smart_tv
27,6,Basico,23.33,100,33,1,4.3,credito,smart_tv
41,5,Standard,34.88,61,150,5,2.4,boleto,smart_tv
44,20,Premium,41.87,119,15,4,5,credito,smart_tv
27,35,Premium,55.41,179,168,3,4.5,debito,smart_tv
19,33,Standard,42.23,65,25,2,2,boleto,smart_tv
52,60,Standard,26.89,99,61,4,3.1,credito,smart_tv
57,5,Basico,51.81,90,126,0,3.9,boleto,mobile
48,24,Standard,41.14,138,141,1,3.9,credito,smart_tv
36,20,Premium,29.99,24,32,0,3.9,credito,computer
36,34,Standard,58.96,98,160,0,4.1,boleto,computer
46,29,Premium,35.19,40,167,3,5,boleto,computer
58,59,Premium,41.70,143,42,3,3.7,debito,computer
18,26,Premium,34.63,67,103,2,1.2,credito,mobile
28,43,Basico,23.65,33,26,4,4.5,debito,smart_tv
52,20,Premium,27.71,43,29,0,4.1,boleto,smart_tv
37,40,Standard,31.30,112,34,1,1.7,credito,computer
26,10,Premium,45.02,90,92,4,3.2,debito,mobile
60,45,Standard,42.88,151,139,5,4.8,credito,smart_tv
36,15,Standard,58.79,168,119,1,4.4,debito,smart_tv
27,1,Basico,53.80,17,176,2,2.4,credito,computer
60,3,Premium,36.03,68,94,3,3,boleto,computer
39,29,Premium,20.83,164,150,4,2.1,credito,computer
61,6,Basico,32.04,76,86,5,2.3,credito,mobile
28,49,Basico,34.14,21,74,1,1.3,debito,computer
52,12,Standard,33.42,38,18,4,1.9,boleto,smart_tv
45,42,Standard,52.12,28,116,4,3.4,boleto,computer
44,53,Standard,25.19,104,81,3,1.9,boleto,computer
67,7,Basico,30.30,111,119,2,4.3,credito,smart_tv
34,51,Standard,27.12,89,159,4,1.9,debito,mobile
19,59,Premium,36.67,103,97,3,2.8,debito,smart_tv
28,25,Basico,24.53,74,60,5,4.7,debito,computer
34,11,Basico,42.43,0,39,5,1.7,boleto,mobile
55,55,Standard,57.41,127,71,4,3.3,boleto,mobile
63,38,Premium,33.24,1,84,3,4.4,debito,computer
51,36,Standard,42.08,169,91,0,1.7,credito,smart_tv
19,7,Premium,53.47,126,64,5,4.2,boleto,computer
40,38,Standard,29.76,69,53,1,1.2,debito,computer
63,14,Basico,37.15,112,52,3,3.5,credito,smart_tv
44,27,Standard,20.12,70,103,5,4.9,debito,smart_tv
36,16,Basico,46.13,130,129,0,1.6,debito,computer
56,8,Basico,53.22,93,61,4,4.6,boleto,computer
28,25,Basico,32.37,116,125,2,4,credito,computer
23,34,Standard,42.06,37,71,3,3.7,credito,computer
34,14,Premium,37.97,180,28,2,2.4,credito,smart_tv
41,18,Standard,47.74,63,47,4,1,boleto,mobile
64,60,Basico,34.33,28,50,0,4.1,boleto,computer
26,3,Basico,24.51,96,151,0,4.4,debito,smart_tv
19,23,Premium,59.68,124,152,5,4.4,boleto,smart_tv
48,28,Standard,36.24,53,99,5,4.7,debito,computer
34,8,Premium,42.67,78,11,1,2.8,debito,computer
50,48,Basico,44.20,19,129,1,2.5,credito,computer
49,5,Premium,39.41,149,18,3,3.4,boleto,computer
41,20,Standard,48.12,12,46,0,3.5,debito,mobile
68,35,Basico,51.05,133,15,4,3.7,credito,mobile
54,4,Premium,58.70,107,27,2,5,boleto,computer
47,17,Standard,58.74,47,105,2,3.6,boleto,smart_tv
26,5,Basico,32.78,52,152,5,3.2,debito,smart_tv
