cliente_id,idade,genero,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,regiao
CLI-22462,68,Feminino,11,Familia,73.18,30,50,10,4.9,3.2,4.7,Sul
CLI-22463,42,Feminino,40,Familia,70.63,17,26,10,4.1,2.1,3.0,Norte
CLI-22464,59,Feminino,51,Familia,27.37,2,30,10,4.4,1.5,1.7,Oeste
CLI-22465,19,Feminino,22,Premium,92.17,27,71,1,4.3,1.9,2.1,Norte
CLI-22466,70,Feminino,34,Premium,68.28,37,32,4,1.5,2.2,4.9,Sudeste
CLI-22467,62,Masculino,12,Premium,55.13,48,103,1,1.4,1.7,2.6,Oeste
CLI-22468,25,Masculino,9,Basico,97.61,30,80,7,3.3,1.6,3.2,Sudeste
CLI-22469,25,Masculino,12,Basico,50.0,8,17,5,1.8,4.7,1.4,Sul
CLI-22470,48,Masculino,39,Basico,83.17,44,74,5,4.3,1.7,4.7,Leste
CLI-22471,54,Feminino,33,Familia,97.77,15,36,3,1.7,1.1,1.6,Sudeste
CLI-22472,67,Masculino,54,Familia,26.28,48,74,4,3.1,2.1,4.6,Norte
CLI-22473,22,Feminino,57,Basico,51.18,16,33,4,1.3,4.9,4.2,Sudeste
CLI-22474,48,Feminino,44,Premium,40.4,48,11,3,3.0,2.7,3.8,Oeste
CLI-22475,25,Masculino,10,Familia,78.53,50,46,4,3.7,3.7,2.1,Norte
CLI-22476,66,Masculino,22,Familia,48.11,36,39,0,3.8,2.5,2.4,Leste
CLI-22477,75,Feminino,59,Familia,28.91,14,26,0,4.2,4.4,2.3,Sul
CLI-22478,61,Feminino,59,Familia,66.3,29,10,7,4.9,4.7,3.0,Norte
CLI-22479,33,Feminino,7,Basico,64.05,3,15,7,3.6,1.4,4.7,Leste
CLI-22480,41,Feminino,53,Familia,71.19,33,116,2,3.4,1.1,3.7,Leste
CLI-22481,36,Masculino,2,Basico,27.23,30,88,5,4.2,1.8,3.0,Sudeste
CLI-22482,18,Masculino,34,Basico,69.09,47,89,9,3.2,2.6,2.6,Sul
CLI-22483,74,Masculino,16,Familia,93.27,39,93,10,3.4,4.2,3.0,Leste
CLI-22484,21,Feminino,34,Premium,88.9,9,31,8,1.0,2.9,4.0,Oeste
CLI-22485,73,Feminino,28,Premium,44.88,13,14,4,3.6,3.2,3.9,Norte
CLI-22486,42,Masculino,50,Premium,42.1,24,24,1,4.9,2.1,1.1,Sul
CLI-22487,33,Feminino,1,Familia,90.78,8,78,8,4.5,4.7,4.2,Sul
CLI-22488,68,Masculino,47,Premium,92.34,3,100,10,3.7,1.5,4.2,Norte
CLI-22489,32,Feminino,20,Familia,29.12,47,19,2,3.6,4.6,3.1,Norte
CLI-22490,68,Feminino,26,Familia,43.11,50,40,10,2.7,3.3,1.6,Leste
CLI-22491,78,Feminino,35,Familia,57.51,33,46,7,1.8,2.0,1.8,Leste
CLI-22492,47,Masculino,3,Premium,81.06,21,49,10,4.6,3.3,2.2,Norte
CLI-22493,34,Feminino,14,Premium,55.4,15,73,7,3.9,3.6,3.0,Norte
CLI-22494,77,Masculino,8,Premium,21.79,18,9,3,3.3,2.5,2.8,Norte
CLI-22495,60,Feminino,28,Familia,81.75,22,91,5,2.9,3.6,2.6,Oeste
CLI-22496,30,Feminino,54,Basico,53.2,9,89,2,2.0,3.0,4.6,Norte
CLI-22497,22,Masculino,43,Premium,72.43,45,65,7,3.6,1.8,1.2,Sudeste
CLI-22498,58,Feminino,52,Premium,69.8,22,93,9,2.8,2.4,1.2,Oeste
CLI-22499,78,Masculino,44,Familia,78.26,7,11,10,2.1,4.4,1.6,Oeste
CLI-22500,80,Feminino,43,Familia,32.19,3,66,2,3.1,3.8,1.7,Norte
CLI-22501,43,Feminino,33,Familia,53.85,50,106,10,4.9,4.1,3.1,Sul
CLI-22502,27,Feminino,35,Familia,74.67,15,54,7,3.0,1.4,5.0,Sudeste
CLI-22503,43,Masculino,20,Familia,47.08,23,36,8,3.4,4.7,2.2,Sul
CLI-22504,74,Feminino,32,Premium,33.85,30,49,4,2.0,4.2,1.4,Norte
CLI-22505,79,Feminino,7,Basico,79.68,31,120,8,3.6,4.4,1.3,Sul
CLI-22506,74,Masculino,27,Premium,61.24,44,65,1,2.8,4.3,1.3,Leste
CLI-22507,47,Feminino,42,Premium,92.87,49,28,2,1.5,3.3,3.1,Leste
CLI-22508,46,Masculino,31,Premium,95.9,14,107,5,2.9,2.7,3.9,Sudeste
CLI-22509,29,Feminino,56,Familia,36.09,40,67,9,4.4,3.1,3.4,Leste
CLI-22510,71,Feminino,22,Familia,72.79,0,52,8,3.6,4.2,4.0,Sudeste
CLI-22511,35,Feminino,22,Familia,36.05,36,72,1,4.9,2.2,3.9,Oeste
CLI-22512,57,Feminino,58,Basico,76.85,48,44,9,2.1,2.5,1.6,Norte
CLI-22513,33,Masculino,51,Basico,38.05,33,115,0,3.2,3.6,4.3,Norte
CLI-22514,31,Masculino,26,Basico,93.95,49,83,7,4.4,3.2,1.2,Leste
CLI-22515,41,Feminino,9,Familia,83.48,9,30,2,4.7,3.2,2.8,Norte
CLI-22516,29,Masculino,60,Premium,54.07,39,63,7,4.4,4.0,3.5,Leste
CLI-22517,55,Feminino,40,Premium,50.33,15,18,2,4.0,3.2,1.9,Oeste
CLI-22518,64,Masculino,30,Premium,65.27,35,13,2,4.6,1.4,4.8,Leste
CLI-22519,76,Feminino,58,Basico,79.54,30,37,7,1.8,1.8,2.6,Leste
CLI-22520,47,Feminino,12,Familia,85.09,38,23,0,2.1,4.5,1.3,Leste
CLI-22521,27,Masculino,20,Basico,87.47,6,90,3,2.0,4.8,2.8,Leste
CLI-22522,54,Masculino,56,Basico,88.88,7,97,2,3.6,4.5,2.8,Oeste
CLI-22523,38,Feminino,23,Premium,95.94,50,108,4,4.8,3.3,3.3,Norte
CLI-22524,39,Masculino,35,Familia,96.18,4,117,6,3.7,1.5,4.6,Sudeste
CLI-22525,35,Feminino,49,Premium,37.99,50,76,0,4.0,3.1,4.4,Sul
CLI-22526,18,Masculino,45,Premium,81.54,17,104,10,4.4,1.9,4.0,Sudeste
CLI-22527,44,Masculino,24,Premium,62.7,35,82,6,1.4,4.9,2.6,Norte
CLI-22528,58,Feminino,26,Basico,56.3,19,37,6,4.2,3.2,3.1,Sudeste
CLI-22529,29,Feminino,59,Premium,75.52,3,113,2,1.3,2.2,2.9,Leste
CLI-22530,67,Feminino,15,Premium,57.48,29,110,10,2.4,4.1,3.7,Sudeste
CLI-22531,19,Feminino,11,Premium,52.92,48,69,3,1.9,2.6,2.1,Sul
CLI-22532,22,Feminino,17,Familia,37.68,13,110,6,1.9,3.1,2.7,Sudeste
CLI-22533,23,Masculino,50,Premium,36.2,0,84,9,2.6,3.6,4.9,Sudeste
CLI-22534,21,Masculino,16,Basico,46.77,43,50,4,1.3,2.3,4.1,Leste
CLI-22535,36,Feminino,46,Familia,99.15,37,36,4,3.2,5.0,2.6,Norte
CLI-22536,62,Masculino,30,Familia,56.87,23,9,9,4.2,2.0,2.8,Leste
CLI-22537,29,Feminino,5,Premium,43.51,39,77,1,2.0,2.7,1.8,Norte
CLI-22538,60,Masculino,16,Familia,84.05,8,104,6,3.1,1.4,4.8,Sudeste
CLI-22539,37,Masculino,47,Basico,72.23,24,44,8,2.6,1.8,2.3,Leste
CLI-22540,22,Feminino,39,Premium,57.9,30,89,2,4.3,2.5,1.6,Oeste
CLI-22541,42,Feminino,30,Premium,42.28,13,106,6,4.7,2.6,2.1,Oeste
CLI-22542,51,Feminino,60,Premium,63.72,2,58,0,3.2,3.8,4.7,Sul
CLI-22543,44,Masculino,7,Basico,43.1,17,65,7,4.6,3.6,4.1,Leste
CLI-22544,60,Masculino,13,Premium,39.7,20,95,0,4.4,1.3,3.5,Sul
CLI-22545,69,Masculino,42,Familia,82.56,28,29,0,4.1,3.5,4.2,Sul
CLI-22546,62,Masculino,1,Basico,75.23,17,25,7,2.7,1.7,3.9,Leste
CLI-22547,42,Feminino,2,Premium,75.69,0,12,4,4.2,2.9,3.8,Oeste
CLI-22548,20,Feminino,53,Familia,57.84,7,22,5,2.5,2.6,2.5,Norte
CLI-22549,76,Feminino,8,Basico,41.76,15,36,10,1.2,3.5,2.5,Leste
CLI-22550,45,Masculino,1,Premium,83.06,31,57,2,2.0,3.3,3.7,Sudeste
CLI-22551,33,Feminino,43,Familia,64.55,11,80,2,2.6,2.6,3.1,Norte
CLI-22552,68,Feminino,56,Basico,97.02,26,74,6,3.0,1.1,3.6,Sul
CLI-22553,46,Feminino,26,Premium,22.45,9,51,6,4.0,3.8,3.7,Oeste
CLI-22554,31,Masculino,23,Familia,94.59,38,65,7,3.9,4.9,1.7,Norte
CLI-22555,49,Feminino,53,Premium,55.73,48,78,9,3.2,2.5,4.3,Sul
CLI-22556,40,Feminino,45,Premium,81.76,35,41,0,4.4,1.9,2.9,Leste
CLI-22557,64,Feminino,21,Familia,20.32,33,53,3,3.9,3.0,2.3,Oeste
CLI-22558,38,Feminino,33,Premium,95.17,11,88,4,3.5,2.9,4.9,Oeste
CLI-22559,32,Masculino,19,Premium,47.91,26,11,6,3.9,2.9,3.8,Norte
CLI-22560,28,Feminino,34,Premium,89.13,7,59,8,4.6,4.0,3.6,Sul
CLI-22561,30,Masculino,3,Premium,98.68,19,117,9,2.7,3.8,4.6,Oeste
CLI-22562,31,Feminino,6,Premium,51.52,7,50,1,3.6,2.8,2.0,Oeste
CLI-22563,71,Feminino,57,Basico,71.02,13,76,4,4.4,2.9,2.4,Leste
CLI-22564,45,Feminino,31,Familia,61.43,38,31,8,1.0,3.1,2.7,Sudeste
CLI-22565,59,Masculino,44,Basico,44.91,39,72,9,1.2,3.3,2.0,Leste
CLI-22566,66,Masculino,32,Familia,68.83,10,93,5,3.4,2.9,2.1,Norte
CLI-22567,67,Masculino,23,Premium,90.72,41,72,9,4.0,4.7,2.1,Sudeste
CLI-22568,63,Masculino,7,Basico,70.75,38,81,5,2.6,1.1,1.2,Norte
CLI-22569,41,Masculino,8,Basico,48.1,10,23,1,1.5,4.4,4.3,Oeste
CLI-22570,44,Masculino,14,Premium,58.54,3,82,4,2.3,3.6,1.5,Oeste
CLI-22571,21,Masculino,30,Premium,66.06,8,39,4,2.8,2.7,2.0,Leste
CLI-22572,44,Masculino,45,Familia,65.16,44,101,5,4.2,3.4,3.0,Sul
CLI-22573,43,Masculino,31,Familia,41.79,21,115,5,2.2,4.3,3.6,Oeste
CLI-22574,68,Masculino,44,Familia,87.92,47,28,5,1.7,4.1,1.2,Oeste
CLI-22575,60,Feminino,37,Premium,80.34,47,79,4,3.2,4.1,3.1,Sudeste
CLI-22576,42,Masculino,38,Familia,81.13,17,30,10,4.6,3.1,4.0,Sudeste
CLI-22577,73,Masculino,48,Familia,67.95,4,47,2,4.0,3.0,1.7,Norte
CLI-22578,70,Feminino,54,Familia,92.9,40,99,9,2.6,4.6,1.5,Sudeste
CLI-22579,37,Masculino,24,Familia,64.88,43,37,8,4.4,1.6,4.8,Sudeste
CLI-22580,25,Feminino,43,Premium,39.55,37,35,2,1.8,4.1,4.3,Oeste
CLI-22581,52,Feminino,53,Premium,65.53,16,81,4,4.7,4.1,4.7,Norte
CLI-22582,20,Feminino,28,Basico,31.67,2,109,4,3.7,2.6,1.3,Oeste
CLI-22583,57,Masculino,14,Premium,87.64,27,118,7,4.2,2.8,3.8,Norte
CLI-22584,21,Feminino,11,Familia,49.64,33,50,10,2.0,2.4,3.6,Sudeste
CLI-22585,54,Feminino,49,Familia,95.11,27,87,2,1.5,1.9,3.6,Sul
CLI-22586,20,Masculino,58,Basico,71.44,39,38,10,3.9,2.0,4.1,Norte
CLI-22587,27,Masculino,58,Basico,92.31,28,64,3,2.1,3.8,4.9,Sudeste
CLI-22588,73,Feminino,37,Basico,34.49,42,113,2,4.4,4.8,3.8,Leste
CLI-22589,62,Masculino,6,Premium,91.53,36,46,3,1.5,3.2,1.5,Sudeste
CLI-22590,40,Masculino,12,Premium,62.74,40,42,0,1.3,4.5,4.6,Leste
CLI-22591,27,Feminino,36,Familia,52.85,44,29,10,2.0,1.9,3.5,Norte
CLI-22592,44,Feminino,4,Familia,38.29,19,21,1,3.8,4.1,4.3,Sul
CLI-22593,19,Feminino,21,Familia,65.38,19,66,9,2.0,3.7,2.1,Sudeste
CLI-22594,26,Feminino,7,Basico,53.67,49,37,6,3.5,1.4,2.6,Sudeste
CLI-22595,20,Masculino,1,Basico,52.59,21,81,9,3.6,4.5,4.7,Oeste
CLI-22596,32,Feminino,39,Familia,42.21,10,100,3,2.0,1.1,5.0,Norte
CLI-22597,23,Feminino,18,Basico,74.63,34,105,3,2.3,2.3,3.0,Norte
CLI-22598,66,Feminino,12,Familia,43.59,16,63,0,3.1,4.3,3.3,Sudeste
CLI-22599,75,Feminino,7,Basico,98.77,44,55,0,1.6,3.8,1.7,Norte
CLI-22600,79,Feminino,18,Familia,76.79,7,31,5,2.7,2.7,1.5,Sul
CLI-22601,18,Feminino,53,Basico,72.57,27,6,3,2.7,4.8,2.2,Oeste
CLI-22602,79,Masculino,33,Basico,50.26,31,96,6,2.1,4.5,1.5,Sudeste
CLI-22603,58,Feminino,57,Familia,26.76,10,108,10,3.5,4.6,2.8,Norte
CLI-22604,75,Masculino,22,Premium,25.24,43,110,6,3.8,3.2,1.1,Leste
CLI-22605,58,Masculino,40,Basico,22.84,42,115,0,2.8,2.9,4.7,Oeste
CLI-22606,26,Masculino,37,Basico,41.72,2,19,7,1.1,2.4,2.5,Leste
CLI-22607,29,Feminino,56,Basico,94.58,15,110,8,3.0,2.7,1.4,Sudeste
CLI-22608,67,Feminino,15,Basico,33.75,11,26,0,3.2,3.0,1.5,Oeste
CLI-22609,32,Feminino,57,Premium,84.77,15,103,4,1.3,3.7,1.4,Oeste
CLI-22610,19,Masculino,1,Premium,75.43,2,104,2,2.1,4.7,4.4,Sul
CLI-22611,47,Feminino,35,Familia,93.98,21,14,0,4.3,2.9,3.9,Sul
CLI-22612,67,Feminino,3,Premium,82.28,24,37,8,2.4,1.9,4.1,Sul
CLI-22613,58,Masculino,31,Basico,74.14,9,21,6,3.9,4.7,3.7,Leste
CLI-22614,66,Feminino,48,Premium,72.51,33,46,10,3.1,2.7,1.3,Sul
CLI-22615,39,Feminino,41,Basico,69.24,15,5,10,1.0,2.3,2.7,Leste
CLI-22616,26,Masculino,21,Premium,36.91,8,100,3,1.7,2.4,2.5,Leste
CLI-22617,68,Feminino,33,Familia,45.84,34,27,4,3.1,4.9,2.8,Sudeste
CLI-22618,78,Feminino,55,Premium,23.63,26,67,4,4.2,4.0,4.0,Sul
CLI-22619,58,Masculino,7,Premium,79.72,9,79,2,2.2,3.8,3.5,Sudeste
CLI-22620,77,Feminino,2,Basico,25.7,19,94,5,2.2,4.3,2.3,Sul
CLI-22621,61,Feminino,3,Premium,86.95,3,97,1,4.3,1.0,4.6,Sul
CLI-22622,55,Feminino,45,Familia,37.94,11,52,8,1.1,1.6,4.8,Oeste
CLI-22623,27,Feminino,28,Familia,43.7,4,8,10,1.3,3.6,1.9,Sul
CLI-22624,37,Feminino,5,Basico,23.91,9,75,5,3.1,3.5,3.3,Norte
CLI-22625,78,Feminino,12,Premium,35.71,49,97,2,4.3,3.0,4.1,Leste
CLI-22626,26,Masculino,33,Familia,94.15,6,51,5,3.0,3.5,3.4,Sudeste
CLI-22627,58,Masculino,33,Premium,37.26,2,43,6,4.1,3.6,4.3,Norte
CLI-22628,72,Masculino,16,Premium,98.14,14,110,8,4.6,2.3,4.1,Sudeste
CLI-22629,63,Feminino,34,Familia,51.2,40,36,1,1.5,1.9,4.1,Norte
CLI-22630,38,Masculino,56,Familia,33.65,35,87,6,1.1,1.8,1.2,Sul
CLI-22631,59,Feminino,53,Premium,77.61,13,75,6,2.5,4.0,1.1,Sul
CLI-22632,61,Masculino,19,Basico,35.06,41,98,5,2.6,3.2,4.4,Sul
CLI-22633,34,Masculino,60,Premium,67.04,0,97,10,3.5,1.4,4.7,Norte
CLI-22634,76,Masculino,3,Premium,48.34,0,6,4,4.8,3.5,3.5,Oeste
CLI-22635,75,Feminino,49,Familia,40.36,34,101,8,1.0,3.9,1.5,Norte
CLI-22636,59,Masculino,47,Basico,24.19,4,15,0,2.9,3.0,3.9,Oeste
CLI-22637,73,Masculino,53,Familia,41.21,27,26,10,2.3,1.3,1.8,Sul
CLI-22638,55,Feminino,33,Basico,65.17,38,109,8,1.8,2.3,2.6,Leste
CLI-22639,58,Masculino,40,Basico,26.44,16,75,7,4.7,4.1,3.7,Sudeste
CLI-22640,62,Feminino,13,Premium,87.63,39,23,10,1.4,1.8,1.3,Leste
CLI-22641,66,Feminino,19,Premium,42.42,42,44,10,1.5,1.8,4.2,Sudeste
CLI-22642,70,Masculino,2,Familia,57.01,8,52,0,2.6,4.2,1.1,Sudeste
CLI-22643,20,Masculino,19,Premium,47.71,1,88,1,1.3,2.9,4.8,Norte
CLI-22644,44,Masculino,33,Familia,34.12,20,77,0,3.2,3.2,1.3,Oeste
CLI-22645,40,Masculino,22,Familia,46.63,16,105,6,4.1,3.9,1.5,Sul
CLI-22646,29,Feminino,3,Premium,74.8,49,99,1,4.8,3.0,3.5,Norte
CLI-22647,45,Masculino,53,Basico,90.17,12,10,0,3.8,4.9,4.0,Norte
CLI-22648,45,Masculino,42,Basico,48.34,24,90,8,1.7,3.2,2.0,Oeste
CLI-22649,39,Masculino,20,Premium,57.17,42,54,9,2.0,3.5,3.5,Leste
CLI-22650,69,Masculino,26,Basico,99.87,19,107,7,4.1,1.5,4.6,Sul
CLI-22651,46,Feminino,17,Basico,25.43,26,110,9,4.5,1.7,3.9,Oeste
CLI-22652,59,Masculino,30,Basico,47.5,20,30,7,4.3,2.2,5.0,Norte
CLI-22653,49,Feminino,10,Premium,43.19,8,33,0,2.0,4.7,3.6,Sudeste
CLI-22654,78,Feminino,9,Basico,54.31,31,96,4,2.2,2.7,4.0,Norte
CLI-22655,71,Masculino,11,Basico,27.35,6,48,5,3.9,1.7,1.4,Oeste
CLI-22656,58,Masculino,30,Premium,29.58,20,60,7,3.1,2.7,3.0,Sul
CLI-22657,55,Masculino,44,Premium,52.31,37,9,5,4.3,3.6,3.9,Sudeste
CLI-22658,56,Feminino,44,Familia,29.67,8,65,8,3.4,3.8,5.0,Sul
CLI-22659,26,Feminino,47,Familia,45.77,46,29,1,3.8,4.8,1.5,Norte
CLI-22660,40,Masculino,14,Premium,52.91,34,35,7,4.8,3.4,1.9,Leste
CLI-22661,34,Feminino,58,Familia,85.42,26,99,8,1.2,2.4,3.9,Sudeste
CLI-22662,45,Masculino,36,Basico,55.75,23,56,4,4.0,4.5,1.0,Leste
CLI-22663,30,Masculino,34,Basico,37.26,48,115,3,1.5,1.9,5.0,Norte
CLI-22664,22,Feminino,53,Premium,40.47,12,89,5,4.9,4.1,3.9,Leste
CLI-22665,46,Feminino,60,Familia,94.25,45,43,0,3.9,1.1,1.3,Sudeste
CLI-22666,74,Feminino,44,Basico,65.69,38,51,8,3.5,4.2,3.3,Norte
CLI-22667,34,Feminino,57,Familia,72.39,30,90,7,2.7,2.2,2.4,Sul
CLI-22668,77,Masculino,59,Premium,90.48,36,85,7,3.6,2.7,2.9,Norte
CLI-22669,51,Masculino,35,Basico,51.56,25,111,7,4.4,4.3,3.4,Sudeste
CLI-22670,26,Feminino,46,Basico,31.59,7,120,0,1.4,4.6,2.8,Sul
CLI-22671,75,Feminino,56,Premium,87.68,39,12,1,3.5,4.3,1.5,Norte
CLI-22672,25,Masculino,24,Familia,37.24,33,110,6,2.6,1.8,1.7,Leste
CLI-22673,34,Feminino,30,Premium,97.27,7,37,2,3.7,2.6,1.9,Leste
CLI-22674,21,Masculino,44,Familia,25.91,30,88,10,4.6,2.6,3.5,Sudeste
CLI-22675,44,Feminino,42,Basico,20.14,18,75,10,2.8,4.6,3.0,Leste
CLI-22676,70,Feminino,43,Premium,88.34,0,66,10,2.9,3.6,3.6,Sul
CLI-22677,73,Feminino,14,Basico,75.45,27,22,9,4.3,4.9,5.0,Oeste
CLI-22678,26,Masculino,21,Basico,92.48,6,72,4,1.4,3.9,2.2,Sudeste
CLI-22679,23,Feminino,51,Premium,63.31,4,39,4,3.2,3.7,3.5,Sudeste
CLI-22680,42,Feminino,24,Basico,32.32,48,82,7,2.0,2.2,4.0,Sul
CLI-22681,73,Feminino,52,Familia,75.27,32,49,7,2.3,4.3,2.2,Leste
CLI-22682,44,Masculino,52,Basico,72.57,27,115,4,1.4,1.0,1.0,Sudeste
CLI-22683,58,Masculino,36,Premium,30.91,5,21,0,3.2,4.6,5.0,Sul
CLI-22684,80,Feminino,48,Familia,88.77,16,74,6,3.2,3.3,2.5,Sudeste
CLI-22685,47,Feminino,1,Basico,50.29,42,102,3,1.9,1.6,1.9,Leste
CLI-22686,72,Masculino,31,Familia,35.68,6,84,7,4.2,4.9,5.0,Oeste
CLI-22687,69,Feminino,59,Familia,44.54,2,84,1,1.6,4.5,4.9,Sudeste
CLI-22688,25,Masculino,15,Basico,58.06,31,89,1,2.2,4.8,2.5,Oeste
CLI-22689,41,Masculino,47,Basico,32.8,8,65,2,2.7,1.1,4.1,Oeste
CLI-22690,28,Feminino,1,Familia,48.68,40,87,10,3.7,3.6,3.9,Oeste
CLI-22691,28,Masculino,35,Premium,36.18,38,97,8,3.7,2.0,4.5,Norte
CLI-22692,76,Masculino,25,Premium,99.59,25,93,0,2.6,2.1,1.4,Norte
CLI-22693,36,Feminino,39,Familia,66.36,27,15,0,4.3,2.9,4.2,Oeste
CLI-22694,76,Feminino,54,Premium,66.67,12,75,4,1.8,2.0,4.8,Leste
CLI-22695,50,Masculino,32,Familia,32.9,49,51,3,4.5,4.1,2.2,Leste
CLI-22696,28,Feminino,40,Familia,62.36,0,21,0,2.2,4.2,3.1,Leste
CLI-22697,70,Feminino,52,Premium,34.15,2,89,4,3.0,1.2,4.5,Sudeste
CLI-22698,39,Feminino,35,Familia,90.93,48,102,5,1.8,1.2,3.9,Sul
CLI-22699,78,Masculino,53,Basico,29.84,2,51,3,4.7,2.6,1.2,Norte
CLI-22700,66,Masculino,6,Familia,35.01,4,73,10,3.7,4.1,1.9,Sul
CLI-22701,69,Feminino,10,Familia,71.73,47,31,10,1.1,4.0,2.4,Leste
CLI-22702,76,Feminino,24,Premium,69.45,48,47,7,4.7,2.1,4.3,Oeste
CLI-22703,70,Feminino,32,Basico,56.04,21,85,6,2.2,3.0,2.7,Oeste
CLI-22704,43,Masculino,36,Premium,89.37,13,52,7,2.8,2.8,4.3,Leste
CLI-22705,23,Feminino,60,Premium,70.7,13,55,9,2.9,2.0,2.1,Oeste
CLI-22706,55,Masculino,39,Basico,67.82,5,116,1,4.1,1.9,1.4,Leste
CLI-22707,25,Masculino,3,Basico,31.63,17,102,4,4.3,4.0,1.4,Norte
CLI-22708,41,Masculino,23,Familia,78.49,31,40,4,4.3,4.9,4.4,Sul
CLI-22709,46,Masculino,58,Premium,37.1,33,117,4,1.0,1.2,1.0,Sudeste
CLI-22710,31,Feminino,38,Basico,32.59,38,19,7,4.7,3.7,4.6,Sul
CLI-22711,59,Masculino,23,Premium,87.52,41,25,8,2.5,4.7,2.1,Sudeste
CLI-22712,49,Feminino,3,Premium,66.41,5,104,5,2.4,4.4,1.9,Norte
CLI-22713,60,Masculino,58,Familia,95.09,10,60,10,1.6,2.1,4.3,Sudeste
CLI-22714,51,Feminino,54,Familia,30.55,13,34,2,3.5,1.0,3.0,Norte
CLI-22715,75,Masculino,59,Familia,55.49,33,25,10,3.4,3.2,3.9,Oeste
CLI-22716,37,Masculino,20,Premium,32.16,25,27,4,1.9,2.2,1.2,Sul
CLI-22717,35,Masculino,29,Familia,51.23,50,43,8,4.0,4.9,2.8,Leste
CLI-22718,33,Feminino,5,Basico,74.68,34,62,4,1.0,2.8,1.8,Norte
CLI-22719,62,Masculino,56,Familia,61.85,35,68,10,2.0,4.6,4.7,Norte
CLI-22720,33,Feminino,50,Premium,52.42,44,47,8,1.7,2.8,3.3,Oeste
CLI-22721,55,Masculino,45,Basico,56.05,42,37,4,3.9,1.3,2.2,Sudeste
CLI-22722,31,Masculino,16,Premium,34.07,12,103,2,4.5,3.6,1.3,Leste
CLI-22723,56,Masculino,16,Basico,64.38,8,103,3,4.2,1.4,3.3,Oeste
CLI-22724,18,Feminino,42,Familia,71.56,43,84,0,3.7,1.9,1.0,Sudeste
CLI-22725,68,Masculino,1,Premium,82.13,5,43,9,3.9,1.9,3.5,Leste
CLI-22726,41,Masculino,10,Basico,65.17,7,55,4,3.4,4.1,3.2,Norte
CLI-22727,50,Masculino,42,Familia,83.31,32,42,9,4.0,4.8,3.9,Sudeste
CLI-22728,33,Masculino,31,Familia,23.76,36,14,10,4.4,3.8,1.6,Leste
CLI-22729,37,Masculino,21,Basico,31.47,28,106,0,4.3,4.4,3.2,Norte
CLI-22730,56,Masculino,28,Basico,47.52,41,41,3,1.1,3.3,3.8,Oeste
CLI-22731,29,Feminino,11,Familia,68.34,37,107,2,3.2,4.0,3.4,Leste
CLI-22732,31,Feminino,37,Familia,61.6,5,69,3,3.6,3.9,4.4,Sudeste
CLI-22733,31,Feminino,55,Premium,75.7,48,82,0,4.5,1.7,1.1,Sudeste
CLI-22734,21,Feminino,40,Basico,76.47,35,33,7,3.1,2.5,3.1,Norte
CLI-22735,42,Masculino,60,Basico,99.33,37,112,6,4.0,1.3,1.9,Norte
CLI-22736,25,Masculino,55,Basico,64.27,21,101,3,4.4,1.3,1.5,Sul
CLI-22737,68,Masculino,16,Premium,77.55,39,101,5,3.2,2.8,3.9,Sudeste
CLI-22738,40,Feminino,36,Premium,39.26,21,35,8,2.9,2.6,4.9,Oeste
CLI-22739,25,Masculino,14,Premium,27.13,40,92,5,2.7,4.7,3.9,Sudeste
CLI-22740,44,Masculino,43,Basico,39.31,43,57,0,3.2,2.3,3.8,Oeste
CLI-22741,21,Feminino,58,Premium,20.48,13,27,5,3.5,3.1,1.1,Sudeste
CLI-22742,71,Masculino,27,Premium,82.34,39,22,10,3.0,1.0,3.7,Sudeste
CLI-22743,28,Feminino,47,Premium,82.2,24,26,1,2.1,3.8,3.4,Sudeste
CLI-22744,78,Masculino,5,Familia,98.79,30,98,8,1.3,1.5,2.9,Leste
CLI-22745,47,Feminino,55,Basico,73.02,23,20,1,1.3,3.3,2.5,Sul
CLI-22746,37,Feminino,47,Familia,29.99,28,13,4,4.1,1.1,4.4,Norte
CLI-22747,62,Masculino,51,Familia,57.33,48,70,8,2.5,4.0,4.3,Leste
CLI-22748,22,Masculino,47,Familia,77.71,33,39,5,3.7,2.9,1.8,Sudeste
CLI-22749,51,Masculino,4,Basico,38.48,32,69,9,2.2,4.3,1.5,Oeste
CLI-22750,28,Feminino,30,Familia,21.92,24,106,3,2.7,3.7,4.0,Sul
CLI-22751,39,Feminino,11,Premium,27.71,39,84,5,2.7,4.5,3.2,Norte
CLI-22752,26,Masculino,49,Basico,72.32,27,100,2,4.4,3.7,3.9,Oeste
CLI-22753,39,Masculino,18,Basico,37.37,49,101,1,2.7,4.1,4.9,Sudeste
CLI-22754,44,Masculino,26,Basico,43.91,16,44,0,4.9,1.3,4.2,Norte
CLI-22755,57,Feminino,4,Familia,86.64,12,62,9,2.1,2.7,1.6,Sul
CLI-22756,48,Feminino,19,Familia,87.53,32,32,3,2.2,3.1,3.9,Norte
CLI-22757,63,Masculino,24,Basico,69.5,0,50,10,3.3,1.4,3.2,Oeste
CLI-22758,80,Masculino,31,Basico,81.46,0,74,5,2.0,4.6,2.8,Sudeste
