idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,tem_avaliacao_conteudo_media,tem_avaliacao_conteudo_ultimo_mes,tem_avaliacao_plataforma,visualizacoes_por_dia,engajamento_score,risco_score,inativo_flag
27,1,1,1,5,2,49.9,14,10,0,5,25,10,3,0,,1.0,,0,1,0,0.8333333333333334,0.1104038796696218,0.0,0
35,1,3,1,3,0,24.9,39,26,0,4,3,31,0,3,1.5,2.0,1.5,1,1,1,0.1,0.0611199515041297,0.0,0
20,0,0,0,2,1,32.0,16,40,0,0,0,45,2,2,2.0,,3.5,1,0,1,0.0,0.072289156626506,0.15,1
40,0,1,1,2,0,24.9,10,23,0,0,14,118,1,0,4.0,5.0,3.5,1,1,1,0.4666666666666667,0.2423884216109721,0.0812499999999999,0
26,1,3,0,2,2,38.0,11,63,0,0,0,48,1,2,2.0,,1.5,1,0,1,0.0,0.0771084337349397,0.325,1
29,1,2,0,2,1,32.0,18,13,0,1,40,170,2,5,4.0,3.5,4.5,1,1,1,1.3333333333333333,0.4240357657043268,0.0,0
34,1,4,1,1,2,49.9,30,7,0,3,9,82,2,2,4.0,,5.0,1,0,1,0.3,0.1656891717814654,0.0,0
18,0,3,1,3,0,24.9,48,39,0,1,0,25,1,1,,,,0,0,0,0.0,0.0401606425702811,0.0,1
51,1,4,1,3,1,38.0,4,11,0,3,16,5,0,2,2.0,,1.5,1,0,1,0.5333333333333333,0.0684094870046222,0.04375,0
34,0,3,1,1,0,24.9,0,0,0,2,44,66,2,5,,3.5,1.0,0,1,1,1.4666666666666666,0.2720618322345988,0.0,0
33,0,1,1,1,0,24.9,15,31,0,1,0,13,2,1,2.0,,,1,0,0,0.0,0.0208835341365461,0.1,0
27,1,4,1,5,2,49.9,25,34,0,1,0,129,2,1,4.0,,,1,0,0,0.0,0.2072289156626506,0.0562499999999999,0
56,1,3,1,5,2,49.9,42,14,0,1,33,79,0,5,,5.0,,0,1,0,1.1,0.2514359324088808,0.0,0
25,1,3,0,2,1,32.0,12,25,0,1,12,28,2,4,4.0,,2.5,1,0,1,0.4,0.0902629385466393,0.08125,0
20,1,4,1,1,1,38.0,2,15,1,1,5,28,3,0,2.0,1.5,1.0,1,1,1,0.1666666666666666,0.0638478442070167,0.0812499999999999,0
61,0,0,0,2,2,38.0,8,15,0,2,68,64,2,5,4.0,,3.5,1,0,1,2.2666666666666666,0.3594150185648253,0.0437499999999999,0
52,0,1,1,2,1,38.0,11,19,0,0,77,148,3,5,4.0,4.0,3.5,1,1,1,2.566666666666667,0.5283170417519133,0.05,0
40,1,3,0,2,0,22.0,6,8,0,0,87,106,1,5,4.0,3.0,1.5,1,1,1,2.9,0.4985830112904448,0.0124999999999999,0
58,1,1,0,2,2,38.0,24,39,0,2,0,28,0,5,2.0,,3.0,1,0,1,0.0,0.0449799196787148,0.0937499999999999,1
47,1,1,1,2,1,38.0,3,5,0,2,8,42,1,1,2.0,1.5,3.5,1,1,1,0.2666666666666666,0.0976585587633553,0.0125,0
30,1,4,1,2,0,24.9,14,11,0,1,34,5,3,0,2.5,,5.0,1,0,1,1.1333333333333333,0.136334015306509,0.0,0
76,1,4,1,1,1,38.0,1,22,0,1,13,112,1,2,,3.0,,0,1,0,0.4333333333333333,0.2289762824884443,0.1312499999999999,0
36,0,3,1,5,0,24.9,2,23,0,2,7,137,3,5,,4.0,,0,1,0,0.2333333333333333,0.2464954156247631,0.1312499999999999,0
40,4,1,1,2,2,49.9,20,27,0,2,24,70,1,2,4.0,,2.0,1,0,1,0.8,0.2030158369326362,0.0437499999999999,0
37,2,0,1,1,2,49.9,1,0,0,1,73,81,3,4,,,1.0,0,0,1,2.433333333333333,0.4055921800409183,0.0,0
18,1,4,1,4,0,24.9,2,36,1,4,0,121,1,1,1.0,,1.0,1,0,1,0.0,0.1943775100401606,0.2125,1
39,1,4,1,2,2,49.9,0,1,0,1,44,102,2,5,,,3.5,0,0,1,1.4666666666666666,0.3298931575358036,0.0062499999999999,0
35,1,3,1,0,1,38.0,5,46,0,1,0,5,3,3,,,4.5,0,0,1,0.0,0.0080321285140562,0.25625,1
33,1,0,1,1,0,24.9,15,13,0,0,52,32,0,2,4.0,4.5,2.5,1,1,1,1.7333333333333334,0.2476320375842994,0.0,0
27,1,3,1,2,0,24.9,21,20,0,0,68,108,3,2,4.0,4.0,4.0,1,1,1,2.2666666666666666,0.4300977494885201,0.0,0
23,0,4,1,2,1,38.0,21,10,0,2,104,138,0,0,4.0,4.5,4.5,1,1,1,3.466666666666667,0.614139577176631,0.0,0
43,1,3,1,4,1,38.0,3,14,0,2,90,28,0,0,,,,0,0,0,3.0,0.3846025611881488,0.0687499999999999,0
24,1,3,0,2,2,38.0,1,12,0,0,86,5,2,3,,3.5,,0,1,0,2.8666666666666667,0.3325604304008486,0.0687499999999999,0
37,0,1,1,2,0,24.9,2,13,0,1,25,97,3,5,4.0,,3.5,1,0,1,0.8333333333333334,0.2501629158142002,0.06875,0
33,0,3,1,1,2,49.9,12,38,0,4,0,30,1,5,2.0,,3.0,1,0,1,0.0,0.0481927710843373,0.1624999999999999,1
41,1,3,0,2,2,38.0,26,18,0,0,55,118,3,2,,4.5,3.5,0,1,1,1.8333333333333333,0.3971054027430476,0.0,0
44,0,1,1,2,0,24.9,11,5,0,2,75,93,2,1,4.0,3.0,5.0,1,1,1,2.5,0.4324164582859741,0.0,0
18,1,4,1,2,1,38.0,24,13,0,2,33,107,2,5,2.5,,3.5,1,0,1,1.1,0.2964158520875957,0.0,0
47,1,0,0,2,2,38.0,2,53,0,2,0,20,3,0,,,4.5,0,0,1,0.0,0.0321285140562249,0.31875,1
39,0,3,0,2,2,38.0,10,10,0,0,70,137,2,1,4.0,,4.5,1,0,1,2.333333333333333,0.4842312646813669,0.0,0
35,0,0,1,2,0,24.9,41,16,0,0,41,54,0,3,4.0,4.5,1.5,1,1,1,1.3666666666666667,0.2414639690838827,0.0,0
38,1,3,1,2,1,38.0,3,13,0,0,109,107,2,5,4.5,5.0,2.0,1,1,1,3.633333333333333,0.5832083049177843,0.0625,0
44,1,2,1,1,1,38.0,1,17,0,1,89,90,1,2,,,1.0,0,0,1,2.966666666666667,0.4804273698567856,0.0999999999999999,0
23,0,3,1,3,0,24.9,0,1,0,3,58,22,3,0,,3.5,,0,1,0,1.9333333333333331,0.2542092899901492,0.0062499999999999,0
18,4,3,1,1,1,38.0,3,14,0,1,30,69,2,3,3.5,5.0,,1,1,0,1.0,0.2240509206637872,0.0687499999999999,0
36,0,3,1,2,1,38.0,8,18,0,1,23,92,0,3,3.5,4.0,2.0,1,1,1,0.7666666666666667,0.2345836174888232,0.0625,0
23,0,0,1,2,0,24.9,13,8,0,0,109,118,1,0,3.5,4.5,1.0,1,1,1,3.633333333333333,0.600878987648708,0.0,0
29,1,4,1,5,0,24.9,5,14,0,1,34,101,0,1,3.5,3.0,2.5,1,1,1,1.1333333333333333,0.2905508827763886,0.0562499999999999,0
54,0,3,1,4,0,24.9,10,13,0,0,79,56,2,2,5.0,4.0,4.0,1,1,1,2.6333333333333333,0.3880730469045995,0.01875,0
24,4,0,1,2,1,38.0,4,12,0,2,86,127,1,3,4.0,3.0,1.5,1,1,1,2.8666666666666667,0.5285443661438205,0.05,0
51,1,3,1,1,1,38.0,4,46,0,0,0,26,2,5,2.0,,5.0,1,0,1,0.0,0.0417670682730923,0.2624999999999999,1
32,0,1,0,2,1,32.0,11,60,0,0,0,132,3,5,4.5,,1.0,1,0,1,0.0,0.2120481927710843,0.3062499999999999,1
49,0,1,1,2,1,38.0,1,12,0,1,71,143,0,0,,4.5,4.5,0,1,1,2.3666666666666667,0.4976434038038948,0.0687499999999999,0
54,0,3,1,5,0,24.9,2,6,0,0,58,120,1,0,4.0,,4.5,1,0,1,1.9333333333333331,0.4116390088656513,0.025,0
18,1,3,1,2,0,24.9,10,8,0,3,59,113,3,3,4.0,5.0,4.0,1,1,1,1.9666666666666663,0.4041676138516329,0.0,0
25,1,3,1,2,1,38.0,23,45,0,2,0,5,0,1,2.0,,4.0,1,0,1,0.0,0.0080321285140562,0.1375,1
47,0,1,1,5,0,24.9,9,16,0,4,20,48,2,5,2.0,1.0,,1,1,0,0.6666666666666666,0.1525801318481473,0.04375,0
25,0,3,1,1,0,24.9,11,49,0,0,0,33,3,2,2.0,,1.5,1,0,1,0.0,0.053012048192771,0.2375,1
64,1,0,0,2,2,38.0,0,0,0,0,99,76,3,1,,4.0,2.0,0,1,1,3.3,0.495673259074032,0.0,0
26,0,3,0,2,2,38.0,9,11,0,0,22,53,2,1,4.0,,3.5,1,0,1,0.7333333333333333,0.1681594301735243,0.0124999999999999,0
45,1,3,1,1,0,24.9,1,6,0,2,120,101,2,2,,5.0,5.0,0,1,1,4.0,0.615079184663181,0.03125,0
19,4,3,0,2,2,38.0,16,33,0,2,0,109,0,5,1.0,,,1,0,0,0.0,0.1751004016064257,0.10625,0
41,1,3,0,2,2,38.0,37,20,0,1,85,85,2,1,4.5,3.0,,1,1,0,2.833333333333333,0.4573009017200878,0.0,0
63,1,2,0,2,2,38.0,0,1,0,1,64,39,0,0,,3.5,1.5,0,1,1,2.1333333333333333,0.3041600363719027,0.0062499999999999,0
25,0,1,1,5,0,24.9,10,10,0,1,74,99,0,3,2.5,,,1,0,0,2.466666666666667,0.4382814275971812,0.0,0
37,1,3,1,2,0,24.9,1,15,0,1,81,55,3,0,,4.5,4.5,0,1,1,2.7,0.394013791013109,0.0874999999999999,0
46,0,3,1,1,0,24.9,2,11,0,2,66,69,1,2,,4.5,,0,1,0,2.2,0.3598999772675608,0.0562499999999999,0
26,0,2,0,2,2,38.0,20,17,0,0,51,110,0,3,4.0,3.5,2.0,1,1,1,1.7,0.3691596574979162,0.0,0
24,0,3,1,1,0,24.9,9,22,0,0,19,91,1,2,4.0,5.0,3.0,1,1,1,0.6333333333333333,0.2178828521633704,0.0812499999999999,0
29,1,1,1,2,0,24.9,12,40,0,0,0,78,3,5,4.0,,,1,0,0,0.0,0.1253012048192771,0.175,1
35,0,0,1,0,1,38.0,24,18,0,0,65,104,1,0,,,1.0,0,0,1,2.1666666666666665,0.412351291960294,0.0,0
43,0,3,1,5,0,24.9,31,14,0,1,58,85,2,2,3.5,3.5,1.0,1,1,1,1.9333333333333331,0.3554141092672577,0.0,0
18,2,0,1,2,0,24.9,1,18,0,3,82,89,3,0,,,5.0,0,0,1,2.7333333333333334,0.4524058498143517,0.10625,0
39,2,3,1,5,0,24.9,12,9,0,4,45,134,1,0,4.5,,5.0,1,0,1,1.5,0.3850723649314238,0.0,0
30,1,3,1,3,0,24.9,13,22,0,0,14,78,1,5,4.0,3.0,4.0,1,1,1,0.4666666666666667,0.1781313934985224,0.0562499999999999,0
27,2,3,1,4,0,24.9,14,33,0,1,0,22,1,0,2.0,,2.5,1,0,1,0.0,0.0353413654618473,0.1187499999999999,0
18,0,0,1,1,0,24.9,8,38,0,0,0,48,1,0,,,1.0,0,0,1,0.0,0.0771084337349397,0.1875,1
28,0,3,1,3,0,24.9,2,9,0,1,38,157,3,3,4.0,,2.5,1,0,1,1.2666666666666666,0.3956050617564598,0.04375,0
54,1,2,0,2,2,38.0,16,39,0,2,0,106,3,2,4.0,,4.5,1,0,1,0.0,0.170281124497992,0.14375,1
40,2,1,1,2,1,38.0,14,8,0,1,7,120,0,3,,,3.5,0,0,1,0.2333333333333333,0.219186178676972,0.0,0
52,0,3,1,4,0,24.9,5,45,0,2,0,19,3,0,1.0,,,1,0,0,0.0,0.0305220883534136,0.25,1
55,0,3,0,2,0,22.0,17,22,0,1,8,119,1,0,,,4.0,0,0,1,0.2666666666666666,0.2213533378798211,0.0312499999999999,0
31,0,3,0,2,2,38.0,26,15,0,0,36,82,2,2,4.5,,4.0,1,0,1,1.2,0.2675759642342956,0.0,0
20,3,3,1,3,1,38.0,0,0,0,0,38,47,3,4,,4.5,1.5,0,1,1,1.2666666666666666,0.2188982344472228,0.0,0
28,0,4,1,2,0,24.9,4,27,1,0,20,96,3,1,,,4.5,0,0,1,0.6666666666666666,0.2296885655830871,0.14375,0
55,1,1,1,3,0,24.9,11,5,0,3,51,73,3,1,4.0,3.5,5.0,1,1,1,1.7,0.3097219064939001,0.0,0
46,1,1,0,2,2,38.0,23,5,0,1,107,100,1,5,4.0,,3.0,1,0,1,3.566666666666667,0.5644161551867848,0.0,0
29,0,3,0,2,1,32.0,7,61,0,0,0,21,1,2,,,5.0,0,0,1,0.0,0.0337349397590361,0.3374999999999999,1
38,1,0,1,4,1,38.0,35,17,0,2,17,119,2,3,4.0,4.0,5.0,1,1,1,0.5666666666666667,0.2553156020307646,0.0,0
39,1,3,1,1,1,38.0,1,11,0,1,40,15,2,5,,4.0,5.0,0,1,1,1.3333333333333333,0.1750397817685837,0.0624999999999999,0
38,1,1,0,2,2,38.0,20,8,0,1,69,109,1,1,1.0,3.0,1.0,1,1,1,2.3,0.4354777600969917,0.0,0
51,1,4,1,1,2,49.9,6,32,0,0,0,41,1,3,4.5,,3.0,1,0,1,0.0,0.065863453815261,0.1624999999999999,0
18,0,3,1,1,2,49.9,28,10,0,3,53,125,1,5,3.5,3.5,1.5,1,1,1,1.7666666666666666,0.4008032128514056,0.0,0
36,1,1,1,2,0,24.9,24,23,0,1,8,66,3,1,4.0,5.0,,1,1,0,0.2666666666666666,0.1362127756308252,0.0,0
46,0,3,1,2,2,49.9,22,43,0,4,0,21,0,1,,,,0,0,0,0.0,0.0337349397590361,0.13125,1
58,1,1,1,1,1,38.0,12,42,1,1,0,31,1,5,2.0,,3.5,1,0,1,0.0,0.0497991967871485,0.1874999999999999,1
46,1,3,0,2,2,38.0,1,16,0,0,62,104,2,1,,,3.5,0,0,1,2.066666666666667,0.4010305372433129,0.0937499999999999,0
39,0,4,1,2,0,24.9,20,38,0,1,0,84,3,5,2.5,,3.5,1,0,1,0.0,0.1349397590361445,0.1124999999999999,1
69,0,1,0,2,1,32.0,0,0,0,1,42,126,1,0,,,1.5,0,0,1,1.4,0.3609002045919527,0.0,0
30,0,1,1,1,0,24.9,22,27,0,0,4,21,2,2,1.5,4.0,4.5,1,1,1,0.1333333333333333,0.0488292793816776,0.03125,0
36,4,3,1,2,0,24.9,21,24,0,0,3,67,1,1,1.5,5.0,4.5,1,1,1,0.1,0.1189512768053345,0.0187499999999999,0
38,0,4,1,2,0,24.9,3,25,0,1,0,75,2,2,,4.5,3.0,0,1,1,0.0,0.1204819277108433,0.1375,0
34,1,1,1,1,1,38.0,0,0,1,0,86,72,1,2,,5.0,2.5,0,1,1,2.8666666666666667,0.4401909524892021,0.0,0
18,0,3,1,5,1,38.0,11,18,0,2,34,14,1,4,2.0,,2.5,1,0,1,1.1333333333333333,0.1507918466318102,0.04375,0
31,0,4,1,2,0,24.9,24,16,0,1,47,62,0,5,3.5,,3.5,1,0,1,1.5666666666666669,0.2769568841403349,0.0,0
24,1,0,0,2,1,32.0,10,24,0,0,16,172,1,2,4.0,5.0,2.0,1,1,1,0.5333333333333333,0.3366825793741002,0.0875,0
35,0,4,0,2,1,32.0,30,37,0,0,0,100,2,5,3.5,,1.5,1,0,1,0.0,0.1606425702811245,0.0437499999999999,1
36,1,3,1,5,0,24.9,4,17,0,0,29,94,1,3,,5.0,1.5,0,1,1,0.9666666666666668,0.260437978328408,0.0812499999999999,0
20,2,3,0,2,1,32.0,1,9,0,0,7,5,1,1,,,2.0,0,0,1,0.2333333333333333,0.0344472228536788,0.05,0
40,1,3,0,2,1,32.0,4,24,0,2,10,98,1,3,,4.5,5.0,0,1,1,0.3333333333333333,0.1951655679321058,0.125,0
45,0,4,1,1,2,49.9,3,20,0,3,82,112,1,3,4.0,5.0,4.5,1,1,1,2.7333333333333334,0.4893536409790103,0.10625,0
18,2,3,1,5,2,49.9,15,23,0,3,1,131,3,3,,3.0,,0,1,0,0.0333333333333333,0.2142153519739335,0.0499999999999999,0
34,1,3,1,0,0,24.9,4,11,0,1,49,120,1,5,1.5,3.0,1.0,1,1,1,1.6333333333333333,0.3776767447147079,0.04375,0
39,0,4,1,1,1,38.0,15,23,0,2,11,111,2,4,3.5,5.0,1.0,1,1,1,0.3666666666666666,0.2198226869743123,0.0499999999999999,0
43,0,3,0,2,2,38.0,10,13,0,1,124,26,1,2,,,1.5,0,0,1,4.133333333333334,0.5096915965749792,0.01875,0
34,0,3,0,2,2,38.0,1,29,0,1,9,58,1,2,,,2.5,0,0,1,0.3,0.1271349549139956,0.175,0
49,1,1,0,2,2,38.0,1,14,0,0,64,40,2,5,,4.0,2.0,0,1,1,2.1333333333333333,0.305766462074714,0.0812499999999999,0
49,1,3,1,3,0,24.9,15,14,0,0,66,72,2,1,4.0,3.0,,1,1,0,2.2,0.3647192543759945,0.0,0
27,1,1,1,0,1,38.0,4,7,0,1,71,78,0,3,,,2.5,0,0,1,2.3666666666666667,0.3932257331211639,0.01875,0
36,0,2,1,2,0,24.9,6,21,1,0,9,62,2,5,,,,0,0,0,0.3,0.1335606577252406,0.0937499999999999,0
53,0,3,1,1,1,38.0,6,42,0,1,0,9,1,5,,,5.0,0,0,1,0.0,0.0144578313253012,0.2249999999999999,1
42,0,1,1,2,1,38.0,33,7,0,2,53,102,1,4,4.0,4.0,1.0,1,1,1,1.7666666666666666,0.363855421686747,0.0,0
52,1,1,1,3,1,38.0,1,16,0,2,17,71,1,5,,,,0,0,0,0.5666666666666667,0.1782071682958248,0.0937499999999999,0
38,0,1,1,3,0,24.9,12,30,1,1,4,52,0,5,,,3.0,0,0,1,0.1333333333333333,0.0986284761688262,0.1124999999999999,0
23,0,4,0,2,2,38.0,11,35,0,0,0,100,3,5,,,,0,0,0,0.0,0.1606425702811245,0.15,1
54,1,4,1,4,0,24.9,25,43,0,5,0,21,1,5,2.5,,3.0,1,0,1,0.0,0.0337349397590361,0.1124999999999999,1
34,1,3,1,2,1,38.0,48,23,0,0,11,134,2,3,4.0,,,1,0,0,0.3666666666666666,0.256770478138971,0.0,0
46,3,3,1,1,0,24.9,0,0,0,1,61,93,0,5,,5.0,1.5,0,1,1,2.033333333333333,0.3795862696067288,0.0,0
44,1,4,1,1,0,24.9,0,1,0,2,64,148,0,4,,3.0,3.5,0,1,1,2.1333333333333333,0.4792604379783284,0.0062499999999999,0
31,1,3,1,3,1,38.0,48,12,0,0,34,118,3,2,,3.0,2.0,0,1,1,1.1333333333333333,0.3178601197241797,0.0,0
46,1,3,1,5,1,38.0,2,37,0,1,0,16,0,2,2.0,,2.0,1,0,1,0.0,0.0257028112449799,0.2187499999999999,1
30,1,0,1,2,0,24.9,0,1,0,0,88,152,2,0,,4.0,5.0,0,1,1,2.933333333333333,0.5762521785254224,0.0062499999999999,0
27,1,3,1,4,1,38.0,3,38,0,2,0,48,2,2,,,4.5,0,0,1,0.0,0.0771084337349397,0.21875,1
46,4,4,0,2,1,32.0,21,21,0,0,10,39,0,1,3.0,5.0,2.5,1,1,1,0.3333333333333333,0.1003864514662423,0.0,0
28,4,2,0,2,1,32.0,20,48,0,1,0,144,3,1,2.0,,,1,0,0,0.0,0.2313253012048192,0.175,1
35,1,4,1,1,0,24.9,2,19,0,0,62,5,1,2,,,2.0,0,0,1,2.066666666666667,0.2419943926649996,0.10625,0
28,4,4,1,2,0,24.9,9,42,0,0,0,5,1,5,1.5,,3.0,1,0,1,0.0,0.0080321285140562,0.2062499999999999,1
36,3,3,1,1,1,38.0,6,35,0,1,0,88,1,0,3.5,,4.5,1,0,1,0.0,0.1413654618473895,0.18125,1
34,0,1,0,2,2,38.0,11,20,0,0,38,63,1,5,1.5,5.0,1.5,1,1,1,1.2666666666666666,0.2446010456922027,0.05625,0
22,4,3,1,1,0,24.9,17,8,0,1,63,158,2,2,,5.0,2.5,0,1,1,2.1,0.4915511101007805,0.0,0
47,0,3,1,4,2,49.9,0,1,0,1,87,64,1,4,,3.5,3.5,0,1,1,2.9,0.4311131317723725,0.0062499999999999,0
36,0,3,1,1,0,24.9,2,18,0,0,45,110,3,2,,,3.0,0,0,1,1.5,0.3465181480639539,0.1,0
36,2,4,1,3,0,24.9,4,25,0,1,0,23,3,2,2.0,,4.0,1,0,1,0.0,0.0369477911646586,0.13125,0
50,1,3,1,3,0,24.9,8,41,0,0,0,6,2,5,2.0,,3.0,1,0,1,0.0,0.0096385542168674,0.20625,1
26,2,3,1,1,1,38.0,15,20,0,1,71,136,2,2,1.0,,3.0,1,0,1,2.3666666666666667,0.4863984238842161,0.03125,0
34,0,1,1,1,0,24.9,7,22,0,1,2,17,3,0,2.0,2.5,3.5,1,1,1,0.0666666666666666,0.0348564067591119,0.0937499999999999,0
58,2,3,1,3,0,24.9,14,50,0,0,0,8,3,0,,,3.0,0,0,1,0.0,0.0128514056224899,0.2249999999999999,1
63,1,4,1,2,0,24.9,17,13,0,0,39,74,2,1,,3.0,,0,1,0,1.3,0.2660453133287868,0.0,0
34,1,3,1,1,0,24.9,3,21,0,2,9,79,3,5,4.5,3.0,3.5,1,1,1,0.3,0.1608698946730317,0.1124999999999999,0
29,1,3,1,3,0,24.9,9,6,0,0,72,71,3,1,4.0,,,1,0,0,2.4,0.3857543381071455,0.0,0
35,1,3,1,3,2,49.9,5,7,0,0,34,82,3,3,3.5,3.5,1.5,1,1,1,1.1333333333333333,0.2600287944229749,0.0124999999999999,0
27,1,4,1,2,0,24.9,34,27,0,0,14,119,1,2,,3.5,2.0,0,1,1,0.4666666666666667,0.2439948473137834,0.0,0
28,1,3,1,5,0,24.9,14,27,0,0,14,42,1,2,4.0,4.0,3.0,1,1,1,0.4666666666666667,0.1203000681973175,0.0812499999999999,0
34,0,0,1,1,1,38.0,0,1,0,0,82,148,1,5,,3.5,4.5,0,1,1,2.7333333333333334,0.5471849662802152,0.0062499999999999,0
39,1,3,1,1,1,38.0,10,42,0,0,0,18,0,1,2.0,,3.5,1,0,1,0.0,0.0289156626506024,0.1999999999999999,1
36,0,3,0,2,2,38.0,14,3,0,0,24,85,3,0,,3.0,3.5,0,1,1,0.8,0.2271122224748049,0.0,0
46,4,1,0,2,2,38.0,0,0,0,1,51,104,3,2,,5.0,5.0,0,1,1,1.7,0.3595211032810487,0.0,0
73,0,3,1,2,1,38.0,1,4,0,2,50,81,3,5,,4.5,,0,1,0,1.6666666666666667,0.3187997272107297,0.01875,0
25,1,3,1,4,2,49.9,10,38,0,0,0,118,1,3,5.0,,,1,0,0,0.0,0.1895582329317269,0.175,1
50,0,3,1,2,0,24.9,3,27,0,0,1,43,3,0,,2.5,,0,1,0,0.0333333333333333,0.0728498901265439,0.15,0
38,1,4,1,0,1,38.0,19,10,0,0,67,123,1,0,4.0,3.0,,1,1,0,2.2333333333333334,0.4504205501250284,0.0,0
42,1,4,1,2,0,24.9,2,19,0,2,50,77,3,2,4.0,,4.0,1,0,1,1.6666666666666667,0.3123740243994847,0.10625,0
21,1,4,0,2,0,22.0,20,16,0,2,38,8,3,2,4.0,,3.0,1,0,1,1.2666666666666666,0.1562476320375843,0.0,0
55,1,3,1,1,1,38.0,10,13,0,1,47,130,0,1,,3.0,,0,1,0,1.5666666666666669,0.3861938319314996,0.01875,0
37,0,3,0,2,1,32.0,1,23,0,1,10,77,0,5,,3.0,3.0,0,1,1,0.3333333333333333,0.1614306281730696,0.1374999999999999,0
32,0,4,1,3,0,24.9,11,32,0,1,0,35,2,1,2.5,,3.0,1,0,1,0.0,0.0562248995983935,0.1312499999999999,0
18,2,3,1,2,0,24.9,7,8,0,2,99,98,1,3,4.0,3.0,4.0,1,1,1,3.3,0.5310146245358793,0.0062499999999999,0
44,1,3,1,2,0,24.9,41,7,0,1,115,70,3,5,,3.5,3.0,0,1,1,3.8333333333333335,0.5464120633477305,0.0,0
33,4,3,0,2,1,32.0,7,50,0,1,0,19,1,3,2.0,,2.0,1,0,1,0.0,0.0305220883534136,0.26875,1
46,4,1,1,4,1,38.0,12,7,0,1,29,78,0,5,4.5,,1.5,1,0,1,0.9666666666666668,0.234735167083428,0.0,0
18,0,1,1,3,0,24.9,3,46,0,1,0,161,3,1,,,,0,0,0,0.0,0.2586345381526104,0.26875,1
33,1,0,1,1,0,24.9,24,21,0,1,14,89,1,2,4.0,4.0,1.0,1,1,1,0.4666666666666667,0.1958020762294461,0.0,0
31,0,3,0,2,2,38.0,0,1,0,0,57,79,3,5,,3.5,1.0,0,1,1,1.9,0.3420019701447299,0.0062499999999999,0
50,0,4,1,1,0,24.9,23,19,0,1,31,57,0,5,3.0,1.0,5.0,1,1,1,1.0333333333333334,0.2085473971357126,0.0,0
43,2,3,0,2,2,38.0,12,18,0,1,9,67,1,5,4.0,,4.5,1,0,1,0.3,0.1415927862392968,0.0375,0
53,0,3,0,2,2,38.0,1,4,0,1,93,104,3,2,,,5.0,0,0,1,3.1,0.5180116693187846,0.01875,0
54,1,1,0,2,2,38.0,9,26,0,2,9,126,0,4,,3.5,4.5,0,1,1,0.3,0.2363719027051602,0.10625,0
46,0,3,1,1,0,24.9,1,28,0,2,16,101,2,2,,4.5,,0,1,0,0.5333333333333333,0.2226263544745018,0.1687499999999999,0
18,1,4,1,5,2,49.9,21,59,1,1,0,112,3,2,3.5,,,1,0,0,0.0,0.1799196787148594,0.2374999999999999,1
38,0,1,1,0,0,24.9,16,27,0,0,16,109,1,5,4.0,,1.5,1,0,1,0.5333333333333333,0.2354777600969917,0.0687499999999999,0
18,0,3,0,2,2,38.0,31,37,0,1,0,103,3,1,,,2.0,0,0,1,0.0,0.1654618473895582,0.0374999999999999,1
30,3,0,1,2,2,49.9,33,23,0,0,17,21,2,5,,3.5,3.5,0,1,1,0.5666666666666667,0.0978858831552625,0.0,0
43,4,0,1,2,2,49.9,0,1,0,1,37,71,1,5,,3.0,3.0,0,1,1,1.2333333333333334,0.2536788664090323,0.0062499999999999,0
32,0,1,1,1,1,38.0,0,1,0,1,39,92,1,2,,5.0,4.5,0,1,1,1.3,0.2949609759793892,0.0062499999999999,0
49,0,1,0,2,2,38.0,13,8,0,5,50,23,0,5,,4.5,1.5,0,1,1,1.6666666666666667,0.2256270364476774,0.0,0
36,1,0,1,2,0,24.9,2,23,0,2,15,57,1,5,4.0,,5.0,1,0,1,0.5,0.1481700386451466,0.1312499999999999,0
61,1,4,1,2,0,24.9,30,10,0,0,65,128,1,5,2.0,3.5,2.0,1,1,1,2.1666666666666665,0.4509055088277638,0.0,0
51,0,3,0,2,2,38.0,48,50,0,1,0,56,2,0,2.0,,3.5,1,0,1,0.0,0.0899598393574297,0.0125,1
36,0,3,1,1,0,24.9,48,13,0,0,83,59,3,5,4.0,5.0,1.5,1,1,1,2.7666666666666666,0.4079866636356747,0.0,0
56,0,2,1,1,1,38.0,37,24,0,0,12,115,3,0,4.5,,5.0,1,0,1,0.4,0.2300219746912177,0.0,0
44,0,3,1,5,0,24.9,35,29,0,0,16,82,1,5,,4.0,4.5,0,1,1,0.5333333333333333,0.1921042661210881,0.0,0
48,2,4,1,5,0,24.9,30,11,0,1,42,91,2,5,4.0,3.5,5.0,1,1,1,1.4,0.3046753049935591,0.0,0
18,1,3,1,5,0,24.9,23,14,0,1,62,140,3,0,,,5.0,0,0,1,2.066666666666667,0.4588618625445177,0.0,0
33,0,0,1,3,1,38.0,2,6,0,0,77,57,3,2,4.0,5.0,1.5,1,1,1,2.566666666666667,0.38213230279609,0.025,0
23,1,4,1,4,0,24.9,3,17,1,1,88,98,3,0,,,,0,0,0,2.933333333333333,0.4895051905736152,0.0874999999999999,0
