clienteId,idade,genero,regiao,planoAssinatura,valorMensal,tipoContrato,tempoMedioSessaoMin,diasUltimoAcesso,avaliacaoConteudoUltimoMes,visualizacoesMes
712988ab,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
4ed30f96,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
341417bf,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
17ec5bcc,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
6d385506,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
f195e357,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
b3b8fa46,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
61e35b1d,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
743eceed,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
daddf5e6,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
dfca1ff4,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
95878b5a,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
a2828a66,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
4ad8006b,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
64b82526,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
093f2192,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
10fe2f5d,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
87fe1c8f,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
988ea0b4,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
74c97c69,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
a12117ba,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
c480487c,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
535efab1,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
526b2fb3,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
e03ffc5c,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
e8eb5a0a,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
765f4004,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
9397d2bf,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
a3f6c9fb,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
a03960ad,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
7ba399f8,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
26637557,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
246dea1f,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
5ef41441,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
edba7d66,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
ce62bebd,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
7aa849b8,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
3ae783e3,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
7614c050,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
22137dd7,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
51f1f55b,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
d25ef300,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
ac5ead5e,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
6807e0f5,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
c0ba1b86,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
b7a0020b,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
1bf21b34,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
bb30c837,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
7604fa63,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
807566fc,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
fa7557ca,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
a5db25c2,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
be5f59c8,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
2b3ac49a,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
5e541a60,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
9c9fcb93,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
2f0b4fd2,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
4f466361,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
15867661,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
7e9699bc,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
9bf3a88f,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
d5bee099,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
eb0a9fbc,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
af4d85a5,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
0b105158,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
096194aa,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
4c637afe,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
61fcf9b6,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
0b084e11,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
0e3f87d5,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
c974f64f,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
6c0523e8,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
708323ba,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
9862b779,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
4ddd1641,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
40afa59d,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
9c1b7961,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
d5d5ade9,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
31cb35de,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
be0a8e0e,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
eb381774,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
a2df14c0,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
06ca6c9b,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
6222d35c,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
d301453f,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
196a70ef,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
cfa8bc6b,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
2c10f08d,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
3796d833,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
c92fe6f8,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
2fcd3d33,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
66b1a690,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
e67e09ef,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
4a3a8be3,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
1209fcc1,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
808b023e,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
b2328948,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
46257045,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
b38758a9,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
bcabf461,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
c66f0f92,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
fd4667e3,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
889f787d,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
b5883ba0,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
080922e0,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
7ddd9210,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
43d808b8,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
738351bf,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
d3ca67a7,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
530e2e99,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
709d3013,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
aa39281d,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
44c86a85,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
9ecebce3,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
edc2a5e9,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
e1e89bbf,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
23401496,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
9123f89a,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
5c96589a,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
7a2b11d9,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
14041428,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
9f1bf227,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
563c3d4e,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
0e4d4bf4,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
bd9facd8,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
2f0ae0d8,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
7c0b2121,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
9f540378,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
1cdd6dc6,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
9566fe97,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
bfec05da,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
e3d0d334,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
0a87dd65,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
8a7cc520,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
45a38f82,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
b477fe16,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
5a575e35,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
2c20aba6,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
7c2e422f,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
14f1dd02,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
41bedab6,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
9acca651,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
a547dd43,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
ea90e268,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
2c3386a4,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
1818c95a,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
cb9c185c,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
fb3409d7,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
73e0d818,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
ff249f2a,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
19d37f3a,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
b6c5a003,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
0b87d9af,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
932b7304,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
c79ed135,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
7d1f336b,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
d530634e,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
e6127b2f,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
a32623dc,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
f372ef07,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
49b0f6ba,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
2ca5751f,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
238fc3c9,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
35e2c796,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
bdbb89b5,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
ab08bf93,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
d1347de2,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
b634ca83,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
5971d10d,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
3e91d31f,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
bbd58f13,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
34df5797,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
22a380d1,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
c940857d,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
42ced00a,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
1b09c6f0,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
9954be1f,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
03889292,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
96232ec6,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
a6d0615f,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
302433f0,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
fa95153a,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
a006a563,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
03ab089f,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
975374de,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
bf2b6b4a,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
058fa06a,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
d6ce5f45,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
e2f2761e,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
a2b2bd94,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
57027a7b,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
43af513f,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
faf44231,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
6bcff382,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
d1546440,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
de01bbf4,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
2f9059db,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
be736efb,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
71b87e74,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
a79aa79a,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
fd677fbf,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
d41ea35b,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
43e5146c,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
6b8a2e6b,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
1f71a8a8,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
427d7462,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
af4fce5c,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
4509c39e,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
4f83d5db,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
39958324,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
2664a86e,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
65c5520d,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
cca85414,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
0eafdd2c,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
48cce60a,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
fb7ad7bb,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
45eb0ad2,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
508efc0c,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
f5dccf65,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
48122ff1,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
b0dbb8dd,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
eed73f35,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
e75e1bcd,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
2e86f908,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
87cdec85,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
3fa31213,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
4ea13a6b,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
662b1edb,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
07851830,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
82bffabf,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
83f63a5a,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
0ab57c55,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
f1cdd9d0,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
6accdec2,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
588d40d5,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
3da19cde,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
c4a4d88f,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
83206489,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
1d96fc80,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
3722cda5,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
11022a21,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
f6702986,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
5a1cfd3c,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
89b60dc4,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
7a13146e,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
c556489f,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
30bf8e59,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
11e947ae,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
d61c95ea,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
c2812831,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
7e46089c,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
1ab8e1e6,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
3521e735,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
eb5f5ea7,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
4b1b12b3,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
9b3a9d4b,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
914b93c0,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
5ea1a1f4,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
192c7fec,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
1af9b559,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
668a4de6,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
e3514235,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
8ada119e,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
4d32819a,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
1447f788,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
79e4e7ef,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
4a935668,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
41f449c2,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
375eb924,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
f87ec8ae,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
51c8fa76,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
de418741,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
572e7b8a,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
abef6c46,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
6b048c4e,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
6df2d1ce,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
361bd674,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
ba67d434,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
eda0dd7f,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
44bb6691,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
2306bd3e,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
d43339d6,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
aed4e3f7,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
1294ff57,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
55a3f0ec,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
6660103b,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
c4dca178,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
9d30d03c,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
906a9bbf,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
78c070a4,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
e8b9fcd7,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
f527d81e,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
ad19c6bc,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
8143d306,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
69331a32,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
7d970554,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
31b7c3b6,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
0e2c62f0,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
1336779b,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
9db8ef0b,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
494248ab,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
3aba4b74,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
f16cf588,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
5b5e8d6c,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
c888ccbf,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
20aee19c,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
7762a09d,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
81b8cf1b,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
4428b52c,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
bc5a7ac6,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
d8dde770,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
7dbb330a,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
bf35015f,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
57c74890,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
4d9cb2e2,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
328e61b2,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
4f664d15,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
a80a4603,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
7d76e190,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
878f2699,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
cf1b10a3,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
d308ff7b,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
152baf2c,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
7105233c,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
e25760d6,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
0b00dd86,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
472d48b4,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
fbb45145,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
c8de69c0,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
27be1bc9,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
716c7de6,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
35e50eaf,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
9986e8cd,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
50f93510,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
3eb2adf0,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
f239b56b,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
de1080b6,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
30f64e56,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
29732336,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
a36b5b67,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
62976bde,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
fa50cc0c,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
